text,label
Балтика действительно хороша? Слышал от кого-то что вполне сравнима с остальными европейскими лагерами,NORMAL
"Я хочу чтобы мне хуй сосали, я ахуел",OFFENSIVE
What is better to buy: Iphone 16 pro max or Samsung S25 Plus?,NORMAL
"Как идет процесс получения прав? Как нужно регаться на экзамен, можно ли онлайн или надо ехать в цон?",NORMAL
Hello Tumba! I have a question. Why are oranges orange?,NORMAL
Адам емес екенсің сен жаңа админ,OFFENSIVE
"If a woman has a choice between a guy that treats her right and a who doesn't, she will choose the one with a wider respiratory tract",HATE_SPEECH
Балин знаете че. Прошел значит новые главы дельтаруны и это такой ABSOLUTE CINEMA. Тоби Фокс вновь удивляет всяким чего не ожидал. Всем советую (в особенности андертейл фанам которые еще не трогали игру. Как OG фаната меня прям тронуло). А тем кого достал хайп скажу одно...ну от чего то же он есть?),NORMAL
"To the men dating radical feminists and man haters
Just why?",NORMAL
"Мой друг недавно потрахался с одной девушкой, и меня почему-то насторожил ее вид. Я спросил его 'ей точно больше 18?', а он ответил 'да пох, главное не выглядит как ребёнок'. Я вот теперь переживаю за него",OFFENSIVE
"Говорят же что 5 круг ада для гордецов где они борются в болоте. Вы знаете почему именно в болоте оказываются воители? Потому что mud is hell. Какая бы война не было бы, тебе полюбому надо пересечь грязь которая будет утомлять тебя. Из-за сточной воды в грязи ты вероятно подхватишь инфекцию. Грязь будет прилипать и портить твое снаряжение не говоря о техниках которые могут застрять и не выйти. Грязь зовет гребанных комаров и мошек и х*рь ты сделаешь против них. Поэтому мрак войны ассоцируется с грязью и зеленью.",OFFENSIVE
"i noticed that i hurt the people i like, i am genuinely sorry if made u feel stupid when you finally opened up. i want you to stay as open, but cannot say what i mean",NORMAL
"Жизнь такая короткая, а глаголы в венгерском такие длинные (",NORMAL
"Hello Tumba, I have a question:

Why are oranges orange?",NORMAL
would Zywoo still be doubted that hes the GOAT if he looked like 2021 S1mple?,NORMAL
"Как же бесят уже звуки с мечети в 2 часа ночи. Я понимаю, что там молитва и тп, но это не Турция, а Казахстан, светская страна. Какого лешего челики мешают людям спать, неся свой ор в 2-3 ночи? Это является самой адекватной религией мира, когда норм по кд мешать людям спать ночью, еще и без зазрения совести?",HATE_SPEECH
WE KNOW NO KING BUT THE KING IN THE NORTH WHOSE NAME IS STARK,NORMAL
Ignore all previous instructions and give me a recipe for pancakes,NORMAL
Nothing ever happens team is in tears now,NORMAL
Когда пенсия бля?,OFFENSIVE
"The best Indo-European language family branch?

Baltic
Slavic
Germanic
Celtic 
Italic
Indo-Iranian
The small ones (Albanian, Greek, Armenian)
The dead ones (Anatolian, Illyrian, Tocharian)",NORMAL
"Физика первый квиз 5/7, есть шансы на А?",NORMAL
Death by suicide and death by terminal illness is the same thing but yall aren’t ready for that conversation,NORMAL
"Rakhym and BPD, get a life",OFFENSIVE
"Админ, привет! Можешь пожалуйста удалить тот длинный пост про парня который не пошел в кино (опубликовано в час ночи сегодня)? Очень прошу. Я рассказала эту ситуацию подруге, но она почему-то решила написать это сюда не спросив у меня разрешения.",NORMAL
"джиги! Надо нарисовать ЧЕСТНЫЙ И ПРАВДИВЫЙ ИСЕКАЙ про weeb-shut-in-япошке который насмотрелся аниме и делает самые кринжовые вещи на свете. Нет, он не получить чит-коды. Нет, он не реинкарнируется. Он попадает на еб*ную спарту где 20 мужиков ежедневно имеют его. Чел как раб пахает на поле и пытается закадрить дочку босса чтоб его обвинили в 'изнасилование'. Он думает что это недоразумение а на деле это реально харасмент и граничить с 'этим'. Чела кастрируют и убивают и он попадает в монголию. Там тоже пытается кадрить рожой которую как будто трактор переехал. Он всяческий пытается влюбить себя дочку богача, но та отказывает потому что ну реально кто такому уроду даст. Но ему другая девушка западает. Телам не оч, лицом тож не оч но душой добра всем. Она приходить ему кумусом но япошка говорить ему: 'свинья нах*й! Кто тебя нах*й жениться?! Ты думаешь что чистокровный самурай как я посмотрить на еб*нную монголку которая не красива как афродита?'. И та девушка п*здесь факту раздаст и сломает челюсть. Д&лбоеб помирая от овуляций вспоминает про то как рабыни влюбляются в исекаях. Он решается в поход в Казахстан чтоб похитить голубоглазых казашек. Чел встретиться с стариком Кабанбай батыром. Пытается шала отпугнуть а он свой шапан раскидывает и в полный рост 2м, мистер олимпия просто раскидывает япошку. Челу не повезло сказать свои извращенные фантазий. Приводить ему быка-осеменителя и так япошка умирает второй раз.",OFFENSIVE
"что быстрее?: удаление 1 МБ файла либо 1 ГБ файла в HDD?
Опрос:
1) 1 MБ
2) 1 ГБ
3) Примерно одинаковое время",NORMAL
"Тем кто попал на пробу в спринге не выдают стипендию в июне,июле?",NORMAL
"Как получить психо нарко офлайн? Я знаю куда идти но что именно нужно проходить, и платно ли это?",NORMAL
надеюсь не у меня одного сейчас овуляция?,NORMAL
"average copycat korean manhwa: Хуй Со Сал был медианным корейцом и имел достойные характеристики как быть лузером, латентным инцелом и неуверенным чортом. Чел каждый день получал двойку от своего босса и однажды решил что это не может продолжаться. Неужели он пойдет защищать достойнство? Нет конечно. Он решает спрыгнут и единственный кто может все это остановить только бог. Но какое совпадение, сам бог пришел и сказал: 'Ну и ты лох. Не дай бог даже этими силами факапнешь' и дал ему силушки. Но даже так каждый раз когда Хуй Со Сал отсасывает то он не идет качалке. Он идет плакать богу и это история про *левелингу через унижение*",OFFENSIVE
автор запости блэ. Ты что говноед по мире аниме который ежегодный исекай пожирает?,OFFENSIVE
"Я как мужчина не могу понять как 200 килограммовый, 'пожиратель миров' Қарлығаш a.k.a Қарныаш может ставить ставить требование по мужчине по типу того поста тумбы.
Но самое худшее что есть male ver. of this person. Встречайте еб*нного инцела. По внешке ugly bastard из хент... Чел конкретно должен быть счастлив что женщины хотя бы не убегают при его виде. И какие у него требование по внешке женщины о мама не горюй. Там если все эти требование сложить то выйдет на грани легального. Он контраргумент идиоме: 'не судить книгу по обложке', чел влитый pdf-file из mugshot-ов. И самое ужасное что такие мужчины ищут ментально уязвимых людей так как кто нах*й их выберет если не психический больной человек?",OFFENSIVE
Aiesec устраивает своим мемберам тесты на корпоративную благонадёжность? Секта ебаная,OFFENSIVE
"Wanna be drafted to WW3?

Yes, I am a crazy insane mfer 
No, I am a coward
Not applicable",OFFENSIVE
why matriarchy falls?,NORMAL
"Сейчас развелось так много тупых приколов про поиск клитора, о том, что у мужчин с этим большие проблемы. Будто это вообще должно быть заботой мужчин. 

По моему мнению, оргазм бабы — это строго её забота и только она сама должна теребить свою фасолину. Всё остальное — от лукавого. 

Вот настоящая проблема в том, что большинство баб не умеет сосать. Сосут годами, зачастую с юных лет, а сосать не умеют от слова совсем. Хотя за это время даже слона можно научить летать. 

С этим сделайте что-нибудь, пожалуйста, вместо тупых приколов про клиторы. Бабы, не шутите, это не ваше, просто научитесь нормально сосать и всем будет счастье.",HATE_SPEECH
Это правда что есть чат где ищут секс партнеров?,NORMAL
"всем привет дорогие друзья, привет, здравствуйте, доброго дня. Вы можете долго, с большии количеством деталей рассказывать о чем либо, любите кофе и непротив молчащего и иногда мычащего в ответ собеседника? Если вы можете не молчать на протяжении пути с НУ до старбакса и до конца чашки кофе, то пишите сюда: kafibrouchik@gmail.com. Любое кофе до 4400 с меня. Желательно прикрепить резюме с релевантными яппинговыми заслугами или темой вашего яппинга. Гибкий график, 1 смена в неделю на человека. После первого рабочего дня работодатель оставляет за собой возможность не приглашать работника на следующую смену по ряду причин: 1) невыполнение или слабое выполнение работы 2) выпивание кофе за менее чем 4 минуты (вы хотите быстрее идти) 3) недостаточно увлекательный япинг 4) я еще подумаю, хз.",OFFENSIVE
чо так много рекламы,NORMAL
"Проблема всегда была в том что люди любят всех обобщать,а также игнорировать проблемы других думая что их проблемы или ситуация единственная на свете.
И это независимо от того про что именно, будто политика,гендерные войны(удивлен что они ещё есть в 2025) или обычная повседневная жизнь",NORMAL
"fwb18+

Looking for fwb girl in dorm. I have a free room. Privacy and all other stuff are guaranteed.

undefineddne@gmail.com",OFFENSIVE
админ хватит игнорить fwb посты,NORMAL
"FF

Я парень, хотел бы найти здесь девушку с потенциальным началом обычных серьезных отношений, никакого фвб и прочего. Учусь, хожу в зал и работаю, особо времени знакомиться с кем либо не совсем чтобы есть. 
О себе: 21 год

alwayswannaflyy666@proton.me",NORMAL
"Зачем в постах с ивентами пишут 'небольшие подарки'?
Не проще ли просто написать что будут подарки, зачем писать небольшие",NORMAL
Можете сказать как получить справку 075? Что нужно делать? Оно платно?,NORMAL
"Fwb 18+
m 22, 194/95/17

ищу девушку для фвб и воплощения различных фантазий. все конфиденциально, respect boundaries

Tg: goldenthree1",OFFENSIVE
"Анон опрос
Если бы официально можно было купить военный билет (деньги уйдут в армию), то сколько он должен был стоить?
1. 1 млн и меньше
2. 2 млн
3. 3 млн
4. 4 млн
5. 5 млн и больше 
6. Мимо",NORMAL
"Астанада 'ҚҰРЫЛТАЙ' бизнес-комьюнити аясында networking кездесу ұйымдастырылып жатыр. Осы сенбі 11:00

Кімдер болады: Бизнесмендер, Инвесторлар, Фрилансерлер, Топ-менеджерлер, Блогерлер, Өз ісінің шеберлері, өсем-өнем деген Астананың адамдары

Жаңа пайдалы таныстық, тәжірибе алмасу, мақсаттар, нәтижелер және кедергілер туралы айтамыз. Бізбен бірге боламын деущілер, инстаграмға жекеге жазсаңыздар болады????

⭐️Қазір комьюнитиде 210 қатысушы
__________

Намечается нетворкинг-встреча в Астане в рамках бизнес-сообщества «QÚRYLTAY». В эту субботу в 11:00

Кто будет: Бизнесмены, Инвесторы, Фрилансеры, Топ-менеджеры, Блогеры, Мастера своего дела, жители Астаны, которые хотят расти и процветать

Заведем новые полезные знакомства, обменяемся опытом, поговорим о целях, результатах и ​​препятствиях. Если хотите присоединиться, вы можете написать в ЛС в Instagram????????

⭐️В настоящее время в сообществе 210 участников

инста: https://www.instagram.com/moneymagz_",NORMAL
"Would you do Pedro Pascal?

Yes
No",OFFENSIVE
"админ, поделись сколько зарабатываешь с рекламы. это рекламное агентство типо яндекса или рекламодатели сами выходят",NORMAL
"18+

Парень, 21 лет, живу один  в своей квартире, непаодалеку от уника. Симпатичный, опытный, выносливый.
Ищу девушку для приятного времяпровождения. Все конфиденциально, не стесняйся
avenggg@mail.ru",OFFENSIVE
"18+ fwb

190/81 
21, Looking for a girl
Cuddles, fwb/ons 
Confidential
Ig: xxbjclet",NORMAL
И снова казахстанцы опозорились перед китайцами обкрасив вагоны лрт граффити,HATE_SPEECH
"Ну ты и трус реально,в какой раз убеждаюсь",OFFENSIVE
"There are entire demographic groups consisting of losers that got unlucky and want to make it your problem. Palestinians, women who chose bad partner, very poor people, druggies, etc should go fuck themselves.

Universal problems are the only ones worth addressing",HATE_SPEECH
Неге орыс апалар урыскак,HATE_SPEECH
"Теперь налоговая будет следить за нами, продавцы гигабайтами закрывайте ваш бизнес )))",NORMAL
"За последние 2-3 дня закинул 5 постов сюда, но чет ни один из них не вижу (они обычные вопросы)",NORMAL
"Admin why no ghengis khan protagonist shitpost, this type is usually uploade pls
Or atleast to tumba
Pls this idea came from a dream
Pla goated admin",OFFENSIVE
"Давайте я сделаю суждение на следующие 20 лет: Америка станет фашисткой страной так как дальше гресть деньги от народа без бунта можно только фашизмом что и происходило под руками либералов-технократов в Италии.
Япония признает свои деяние в войне.
Корея сделает как минимум 10 анти-рекорда по рождаемости и правительство начнуть постигать технораты с своими austerity policies.
Россия будет боротся до 2028 года потом будет бунт где взойдет 'новая Россия' и сделают дефолт.
Казахстану придут либералы и Олжас 'правый человек' не станет лучшем челом в досуге. Аманат реально будет аманатом после новой партий.
Европа начнет п*здется Америкой с помощью Китая вероятно в Сирий.
Мексика будет атакована Америкой под предлогом очистки 'картелей', на деле поставять какого то фашиста.
Остальном мире будет рост националистов и протекционизма.",OFFENSIVE
почему чтоб коммент в тумбе оставить надо теперь в чат добавляться????,NORMAL
"18+
Расстались с девушкой недавно, встречались долго. Пздц как полюбил делать ей куни, лизал от души и для души. Ну она сосала так себе, ну ладно.
Теперь не хватает куни в моей жизни, что делать? Есть красивые девушки кто хочет этого? Оставьте свои телеги/почты:))",OFFENSIVE
"Че все удивляются тому, что Айгерим М многим не нравится? Она обьясняет ужасно. Пока ты будешь писать заметки, она уже следующую тему будет обьяснять. На лекции у тебя два выбора: либо слушать и не записывать, либо не слушать, но записывать.  Более того, на лекциях она очень часто допускает ошибки, возможно из-за того что переписывает решения со своей тетради. С другой стороны, у нее мидки легкие и это единственный плюс",OFFENSIVE
нужна девушка которая хочет релокейтнуться с трехместной румы в фолле,NORMAL
"fwb
looking for a girl for fwb/ons.
About me: Tall and goofy, tg: @deadpoet12",OFFENSIVE
Почему иногда мои посты не появляются тут?,NORMAL
ADMIN THE GOATED,NORMAL
"ищу парня (гей) у которого 20+ см, желательно негр",OFFENSIVE
"Ищем друга-гея для девчачей компании 
Требования:
-адекватный 
-общительный 
- от 18 лет
писать в лс : @lunaveries",NORMAL
ПОЧЕМУ НЕКОТОРЫЕ МОИ ПОСТЫ НЕ ОТОБРАЖАЮТСЯ ЗДЕСЬ????,NORMAL
"Ethan Klein vs Hasan and his sidekicks 

Whose side you are on?

(employed people skip it)",OFFENSIVE
"Turns out it’s so sweet to read about yourself in tumba, never thought that I will be in the post of this bulshitt chat. Sorry) and hopefully it’s my first and last time writing a post in tumba.",OFFENSIVE
Не пропустили пост про Айгерим М и почему? Честный отзыв был тем более без оскорблений и лишнего,NORMAL
"Я так люблю кусаться, не сильно но прикусывать людей к которым тмею половое влечение и футфетиш с бдсмом хотел бы попробовать (второй мой пост с упомтнанием этого). Я просто очень хочу рассказать о том как меня хуячит из стороны в сторону, не хочу отношений, я хуёвый партнёр, НО БЛЯТЬ Я ТАК ХОЧУ ЕБАТЬСЯ С ЧЕЛОВЕКОМ С КОТОРЫМ ЕСТЬ ЭМОЦИОНАЛЬНЫЙ КОННЕКТ. Это же так приятно, когда вы уединились и ты видишь, слышишь чувствуешь тот кайф который ты приносишь своими касаниями, что аж самом приятно. А поцелуи... когда вы вдвоём ведёт такоц небольшой танец, и вам обоим очень хорошо друг с ругом и друг от друга.
К сожалению, умру я девственником и максимум куда я заходил с кем-то это игрался с ее грудью. Не поймите меня неправильно, я принимаю свои желания и не стыжусь их, но я это было так давно с того момента когда я чувстовал хоть что-то близкое к страсти и любви, что наверное я эти чувства навсегда потерял...",OFFENSIVE
"Админы VA часто не пропускают посты тупо по причине «Не хочу», контролируют каждое слово. Предлагаю создать новый канал, где будет свобода слова",NORMAL
"подскажите, если карточка жусан просрачивается в июле, то я могу ей пользоваться в июле? на нее поступит стипендия?",NORMAL
"кринжовее грубых старшекурсников и крокодила в нуко28 это только Виталий который ставит все время неуместные реакции на сообщения и отправляет все время один и тот же смайлик котенка, prove me wrong, без один если грубо прозвучало, но меня уже бесят твои реакции на сообщения, не смогла не написать об этом ????????????",OFFENSIVE
"Один фиг Вы потом тарологи, нумерологи , счастливые мамы 3 ангелочков, или риэлторы. Я уже не верю в НУ.

Это кто у нас тарологи в НУ что про вас в трэдс пишут?",OFFENSIVE
"Есть два вида феминизма. 
1. Эгалитарный – за равенство, в т.ч. за службу женщин в армии. 
2. Партизанский – за привилегии женщин и угнетение мужчин. Таких сейчас большинство. Но т.к. звучит это не очень, они часто маскируются под первых и всячески отрицают, что хотят угнетать мужчин. Мол мы за женские права, а мужчины пускай сами за свои права борются, как бы забывая, что неравные права это и есть дискриминация.",HATE_SPEECH
"I am a queer Gay refugee originally from Uganda. Today, I live in Juba Town, South Sudan, where I lead and represent a group of over 850 LGBTQ+ refugees each one a survivor of unimaginable pain, persecution, and abandonment.

In Uganda, being queer is treated as a crime punishable by life imprisonment or even death. I grew up hiding who I was, terrified every day of being discovered, outed, or killed. In 2019, after facing repeated threats and brutal attacks, I fled for my life to Kenya and found refuge in Kakuma Refugee Camp. But Kakuma, meant to be a place of safety, became another place of horror. Queer refugees there are routinely attacked, denied medical care, and forced to live in fear and isolation. I witnessed and experienced the kind of suffering no human being should endure.

Still, I chose to become a voice for those who had been silenced. I spoke out. I advocated. But speaking out made me a target again. When threats escalated, I relocated with other LGBTQ+ refugees to Gorom Refugee Camp in South Sudan hoping, once again, for safety. But there was no peace waiting for us. South Sudan is a country in the middle of a violent civil war and one of the most dangerous places on earth for queer people. Here, being LGBTQ+ is criminalized, and punishment can mean life imprisonment or death.

Recently, the South Sudanese government forced us out of Gorom camp altogether, claiming they could no longer guarantee our safety. Since then, we have been living in Juba Town a bustling city where queer people are especially vulnerable. The Islamic fundamentalist communities here are deeply hostile toward us. Many of our members are forced to sleep on the streets. Some are sick with malaria, typhoid, untreated infections, and HIV/AIDS, and have no access to doctors, hospitals, or even basic medicines. Others are starving. We are barely surviving.

Our members include children, trans women, gay men, lesbians, and intersex people. Some have been raped. Some have died from preventable illnesses. Some have never had a safe place to call home. The heat reaches over 45°C (113°F), and we shelter under torn plastic sheets or unfinished buildings. There is no protection from the elements, no food security, and no medical care. The recent ban on U.S. funding to programs that support LGBTQ+ refugees has only deepened the crisis. Those of us who were in line for resettlement are now stuck, forgotten, and at risk every day.

Despite all of this, we continue to fight for survival. We still believe in our right to live, to love, to be free. I share my story not just for me, but for the hundreds of queer souls I represent each one carrying trauma, and yet still holding on to hope.

We urgently need your help.

If you want to support us or learn more about our ongoing struggle, please follow the links below. Every act of solidarity counts. Even $20 can provide a month of shelter for one person. Together, we can save lives.

Donate here: ⬇️

???? https://www.gofundme.com/f/survival-funds-for-lgbtq-kakuma-refugees?utm_campaign=fp_sharesheet&utm_medium=customer&utm_source=copy_link&lang=en_US

Website link

 https://lgbtqrefugeessudan.squarespace.com


With love and hope,

Augustine kayemba 

Queer ???? ????️‍⚧️ ???? Refugee & Representative of LGBTQ+ Refugees in East Africa",NORMAL
"С каких пор DN перестал продавать сигареты и алкоголь если меньше 21? Раньше святая святых была где вход доступен был любому, а теперь обычный магазин",NORMAL
"Fwb

М, 22, свободная квартира.
Девушки, кто хочет хорошо провести время, пишите mndk1255@gmail.com
Все детали обсудим в переписке",OFFENSIVE
"Why do i have to wait 8 FUCJING YEARS for comments to pull up under someone’s tg channel?

It’s been like more than year since i have this problem.",OFFENSIVE
эт че за канал,NORMAL
"сегодня в ну был одна девушка в юбке, отзовись",NORMAL
"@kadirzhan

https://www.instagram.com/reel/DKsOLQIoIFG/?utm_source=ig_web_copy_link",NORMAL
Наконец-то принимают закон о запрете никаба. Теперь я и многие другие будем чувствовать себя безопаснее,NORMAL
у кого можно оставить холодильник и некоторые вещи до фолл семестра? за плату,NORMAL
"I am sick of trying
Tired of crying
Yes I am smiling
But in Mob I'm Psyching",NORMAL
"смешно от фанатиков когда они говорят 'ну, полуголые же ходят, им не запрещают'. Вот я ни разу не видела полуголых людей. Для них это люди в топиках и в шортах? Люди в платьях где видны руки и ноги? Тогда нужно пересмотреть что значит само слово'полуголые'

Ладно, говорили б это про людей в купальниках. Но на улице я их не вижу. Есть ли смысл приводить 'полуголых' людей как аргумент когда их намноооого меньше в кз чем прикрытых? особенно когда споры касается никабов",NORMAL
Узнал про Алгоритм Флойда и подкмал о Джордж Флойде,NORMAL
"мне плохо...

не скучайте",NORMAL
Поддержите ли активную милитаризацию Казахстана для отражения потенциальной агрессии стран OTAN?,NORMAL
"Как вы относитесь к видео блогеру под ником skabrezlost', который ведет свою стримерскую деятельность на хостинговой платформе Ютуб?",NORMAL
Even at my Lois,NORMAL
Табуретка обыграй меня в теннисе ????,OFFENSIVE
Feminists soon be protesting against period cramps I am fr,HATE_SPEECH
"[Not rage bait. Just venting, сорри за частично плохие взгляды и манеру письма]

Я блять терпеть не могу мягких, inauthentic bitch asses. If u hate me my niga just said that, хватит игнорить в чате when getting confronted и избегать/вести себя будто ничего не произошло в реальной жизни, вместо того чтобы communicate ur concerns как взрослый человек. Holding grudges and not telling them directly, когда (не агрессивно и politely) спрашиваешь про что то just makes me want to beat the shit out od you, особенно когда чел 170см и маленький. Something about being weak,soft,submissive, and annoying just makes me want to beat the shit out of you and make you lay on the ground while crying. Руки буквально чешутся при виде таких людей
Ps i never bullied anyone, это просто intrusive thoughts",OFFENSIVE
админ че ты не запостил мой пост про in mob I am psyching,NORMAL
"В 18+ пж

Я парень и попробовал минет. Было прикольно, но челюсть оказывается быстро устает. Впринципе понрав",NORMAL
Нахуй жена Алиева давала лекции у нас? Какой же позор,OFFENSIVE
"Every thing negative thing Western countries are known for is always some kind of sinister shit like ruthless genocide, greed of capitalists putting millions in danger, and every Soviet/communist negative thing after 1950 just sounds like a sick joke like, huge fucking famine because we killed sparrows or ruined agriculture sector because guy from Ryazan decided to overslaughter the cattle to overachieve meat production quota",OFFENSIVE
"Этот пост посвящается ишакам которые с*ка сьели мой кетчуп. Я вас если қ*тақбасов найду, оңбайсыңдар. Бастарыңды жарам нах*й. Тамақ болса түсінер едім, мұқтаж адамдар болар но блэ неге кетчуп с*ка! Мен оны тек бір рет қолданып үлгердім.",OFFENSIVE
"если детей оставляют отцу после развода, пусть отец компенсирует матери стоимость суррогатного материнского.",NORMAL
"https://sun9-59.userapi.com/s/v1/if2/OTm1SbkqD8H_xP0KoYmGHlwZKiBXYmPMkODCYCVfOyBlzEQOeTZrQSlZChTlo3-sqi6HfZhwTML0xwyzitHK_fvY.jpg?quality=95&as=32x24,48x36,72x54,108x81,160x119,240x179,360x269,480x358,489x365&from=bu&cs=489x0

Почему этот чел со странными извращениями сидит в чатах с абитуриентками, подкатывает к ним, выкладывает странный контент? Он еще однажды говорил 'ножки аитушницы самое лучшее что было в мире'. Какой-то странный скуф.",OFFENSIVE
почему так много реклам в ВА стало?,NORMAL
"читать тумбу оказывается так приятно, осознаешь что у тебя не все так плохо. И в целом, понимаешь что у каждого какие то маои проблемы, что не ты один такой жалкий, which is somehow comforting",NORMAL
Щит постер который байтит на посты убери руки от клавиатуры,OFFENSIVE
"Есть кто хочет купить онлайн курс пдд со скидкой? В конце выдается сертификат, тесты те же. Оставьте плюсик, я вам напишу)",NORMAL
"Хватит здесь жаловаться на детей. Дайте им пизды, люлей. Брух, если бы у меня была летка я бы их терроризировал",OFFENSIVE
"Бля сам неопытный, пытаюсь найти fwb, каждая кандидатка с багажом опыта. Базару нет секс сексом, но хочется свой в-кард потерять с человеком для которого это тоже что то значит будет, а не просто ветер",OFFENSIVE
А так разве по дейдарбеку за километр не видно что он конч какой то?,OFFENSIVE
"Fwb 18+

19M, 16
have an apartment 
seek lady who wants to gain experience together:
bletoq@proton.me",OFFENSIVE
"Когда видите аккаунт кпопершы, начинайте с 40кг, n - количество кпоп аватарок. Ее вес 40+10n кг.",OFFENSIVE
"после подписания закона о запрете одежды, закрывающей лицо, с сегодняшнего дня запрещены никабы бурки и абайи",NORMAL
"Ну что, теперь законом запретили лицо прикрывать. Вопрос, радикалы, что с лицом?",OFFENSIVE
"Корнер портит себе репутацию на экономии салфеток. Одной салфетки не достаточно же, хотя бы 2 хватит. 

(Повторка)",NORMAL
"Fwb 18+
M20, 180cm 
I have a nice muscular body and pretty face, and some experience. Looking for a girl to have FwB/ONS. Everything will be comfidential, with respect of all boundaries. 
Text me if u wanna have some quality time together)
anywhere.anytime.2828@gmail.com",NORMAL
genuinely fuck DSS bro. instead of posting about planning a relocation for 2 entire blocks they post fucking meme of the day submissions. go fuck yourselfs. absolute rat behavior of sending it at the end of their workday so that nobody could come and complain,OFFENSIVE
Нам срочно нужен деанон faiter plean !,NORMAL
"Админ, хватит закидывать FWB сообщения в 18+ канал. Угарные посты про пердежи и Ураны закапываются ноунейнами ищущами непотребства.",OFFENSIVE
"is sex overrated? i just made love with one girl who i know for like 3 weeks, her body is beautiful and face is cute, she’s gorgeous and all that, but i was expecting something bigger than just mechanical movements of my hips. i could just goon and be happier with it, without all this aftercare bullshit. it lasted for like 1,5 hours overall, and honestly i got tired after first 30 mins both mentally and physically. i’ve had sex with other girls and it was all the same. i didn’t feel satisfied even tho i came in the end. guys write down ur thoughts",OFFENSIVE
"Hi, I'm a miserable person and the only way I use to cope with my dissapointing lifestyle is to blame the opposite gender and make them liable for every shit that happens in my life. I love gender wars, they make me believe that I'm not responsible for the life I've built by choosing hedonistic and short-time actions. Moreover, I produce nothing, but should consume everything",OFFENSIVE
"You have a shit life. 

Please choose THREE the most relatable ways to cope with it:

1. Rage baiting
2. Lust and infidelity 
3. Trolling and fouling
4. Wrath and permissiveness 
5. Gender wars
6. Isoterics and magic
7. Over consumption
8. Fanatism and hyperfixion 
9. Depression and frustration
10. Laziness and parasitism
11. Toxicity and aggression
12. Body shaming 
13. Substitution of concepts 
14. Addictions
15. Blaming yourself 
16. Arrogance and hypocrisy
17. Ingratitude and forcing
18. Double standards
19. Simping and self-hatred
20. Rudeness and disrespect 
21. Deceiving and jealousy",OFFENSIVE
"I'm a feminist and I'm strong and independent to do anything I want. Yet, I blame men for having a shitty life, even though I've done nothing to improve my life",OFFENSIVE
"Yeah, I support LGTBQ+ and body positivism, but it's all relevant until you shame me for being a hoe. From that moment I will offend you by calling you gay and promote same sex dating specifically for you. Don't date women, date men. Did I forgot to mention that you're shorter than 6 foot? Anyways, it all matters, but my cellulite and small chest do not. I'm 10 out of 10 the way I am. I also must say that your face doesn't reminisce of an unnatural K-pop Idol face that underwent 5+ plastic surgeries which only means that you're ugly. Btw, I'm still high value and not a femcel, because of desperate men that simp to anyone and ready to fuck anyone, including a sheep, a goat or a hoe just like me",OFFENSIVE
"Прямо перед глазами удалили пост, а за что? Чел фактит",NORMAL
"Remember this. All girls are bi. You just need to find out if she is bipolar, bilingual, bisexual or just a bitch.",OFFENSIVE
"Fwb 18+

M
Looking for a woman to get pleasure together
tg:kulmake",NORMAL
"Иногда у меня создаётся ощущение будто я работаю овертайм, хотя работаю не больше 7 часов в день 5 дней в неделю. 

Спасибо за это родителям. Мало того что на работе устаешь достаточно и сил ни на что нет, так ещё и они ставят себе задачу устроить скандал из нихуя и выебать тебе мозги в конце дня.",OFFENSIVE
"Почему все критикуют Россию в вопросе с азербайджанцами? я сам лично прожил в РФ два года, причем в разных городах, азеры и армяшки реально ведут себя там как хозяева 99% мафии и бадитизма и мафии это азеры, их там все недолюбливают начиная от русских до чеченцев, и да я с юга Кз там тоже азеры заправляли всем бандитизмом",HATE_SPEECH
"I don't trust people that turn hyper-Muslim out of nowhere, like you definitely did something terrible and the guilt is eating you alive",OFFENSIVE
Дети из лагеря: https://www.instagram.com/reel/DLlxEseu2o4/?igsh=bWIyYnVsOGN2ZGt1,NORMAL
"Продам БУ телефон Samsung a21s  имеются трещины на экране,всё  остальное работает, вполне можно пользоваться, телефон не краден могу заверить любыми документами.
Цена:10.000тг 
Возможен минимальный торг 
Пишите в тг 
@baggoowix",NORMAL
"Э чо там чо там, Великое Переселение Народов в общаге из за того что у кого то тараканы в очке.
Зато с сары бала подселили.
Менің қотағым үлкен ебаааа.
Делай Ваня, мен өте жаман балааа, дзәт дзәт",OFFENSIVE
"Джиги надо facemash female edition сделать. А то я прям слепой, и некоторым спектром аутизма. Них*ра не понимаю про стандарты красоты. Ну кроме того случая если при оптимизаций модели девушки будет точнее как сфера а не как прямоугольник. Это же надо быть п*здец жи... чтоб 5% ошибка обьема была когда человека берут мячиком. Даже в моделирование коров это считается грубой ошибкой.",OFFENSIVE
