"Богатыйдың балаларының бәрі наркоман или пидр. Ақшаға тойып секіргендер.",HATE_SPEECH
"Көтіңе кіріп кетемін қазір, былжырамай отыр.",OFFENSIVE
"Сол ақсақ-тоқсақтарға пособие бергенше, одан да жолды жөндемей ме? Олардан пайда жоқ.",HATE_SPEECH
"Заебал, сенің тупой приколдарыңнан шаршадым. Көтіңді айырам бір күні.",OFFENSIVE
"Оңтүстіктің қыздары 18-ге толмай жатып, бай күйеу іздеп кетеді. Оқу-тоқу ойларында жоқ.",HATE_SPEECH
"Сенің сөзіңнің құны - бір түкірік, қотақбас.",OFFENSIVE
text,label
"Бурсарстың аузын ұрайын, стипендия қайда блять? Уже айдың ортасы, ақша жоқ, қотақты жеп отырмыз.",OFFENSIVE
"Осы хиджабтағылардың бәрі екіжүзді. Сырттарынан періште, ал іштерінде не болып жатқанын кім білсін. Нағыз сектанттар.",HATE_SPEECH
"Анау экон оқитын Әлихан, өзінше дохуя умный болып сөйлейді. Бірақ іс жүзінде полный ноль, просто ЧСВ-сы көп пидр.",OFFENSIVE
"Гуманитарийлердің бәрі болашақ официанттар. 4 жыл оқып, соңында 'свободная касса' деп айқайлайды.",HATE_SPEECH
"Админ, сенің басың істей ма? Неге ФВБ посттарды шығармайсың, овуляция болып жатырмыз ғой мұнда, сука.",OFFENSIVE
"NU Ladies чатындағылардың бәрі мизандричкалар. Жігіттерді адам деп санамайтын, өмірге өкпелеген фемцелкалар жиналып алған.",HATE_SPEECH
"23-ші блоктағы бірінші этажда перісіп жатқандар, тынышырақ болыңдаршы заебал! Бүкіл блок сендердің стондарыңды естіп жатыр.",OFFENSIVE
"КТЛ-да оқығандардың бәрі бір-бірімен періседі дейді, сол рас па? Бәрі жасырын гейлер сияқты көрінеді маған.",HATE_SPEECH
"Айтушниктер өздерін программист санайды, бірақ олардың коды - нағыз говнокод. Олар тек алгоритм жаттауды біледі, настоящий инженерия емес.",HATE_SPEECH
"Рахым, сенің комменттеріңді оқысам құсқым келеді. Get a fucking life, тумбацел.",OFFENSIVE
"Орысша сөйлейтін қазақтарды көрсем жыным ұстайды. Өз тіліне түкірген мәңгүрттер, орыстың көтін жалағандар.",HATE_SPEECH
"Анау фаундерша Амина, өзінше королева сияқты жүреді. Түріне қарасаң, ауылдың туалетінен шыққан сияқты.",OFFENSIVE
"K-pop тыңдайтын жігіттердің бәрі боянып алған пидрлар. Оларға қыз емес, жігіт керек.",HATE_SPEECH
"Сен сияқты даунмен бір универде оқып жүргеніме ұяламын. Барып асылып қалсайшы.",OFFENSIVE
"Клубқа баратын қыздардың бәрі шлюха. Тек бай папиктерді іздеп барады.",HATE_SPEECH
"Анау физрук вообще охуевший, қыздардың көтіне қарап отырады тренировкада. Старый извращенец.",OFFENSIVE
"Осы 'woke' болып кеткендер заебал. Әр нәрседен проблема тауып, жылай береді. Снежинкалар ебаный.",HATE_SPEECH
"Блять, кім менің холодильниктен сосискамды ұрлаған? Қолыңды сындырам, тапсам.",OFFENSIVE
"Сол сақалдылардың бәрін тексеру керек, елге қауіп төндіреді. Тыныш жүргендеріне сенуге болмайды.",HATE_SPEECH
"Сенің IQ-ың бөлме температурасынан төмен сияқты ғой, тупой.",OFFENSIVE
"Шымкенттің мамбеттері Астананы басып алды, жүрген жерлері хаос. Өздерінің ауылдарына қайтсын нахуй.",HATE_SPEECH
"Анау CS-та оқитын ботаник, сенің түрін көрсем аллергиям басталады. Задрот ебаный.",OFFENSIVE
"Әйелдердің орны үйде, бала бағып. Карьера құрамыз деп миды ашытпасын.",HATE_SPEECH
"Сенің миыңның размері грек жаңғағындай ғана сияқты, и то ол қабығы.",OFFENSIVE
"Осы ЛГБТ-ны қолдайтындардың өздері ауру. Оларды емдеу керек, қолдау емес.",HATE_SPEECH
"Сенің аузыңнан шыққан әрбір сөз - боқ. Көтіңді қысып отыр.",OFFENSIVE
"Америкада оқып келгендердің бәрі понтпен жүреді, өздерін басқалардан ақылды санайды. Бірақ түкте білмейді.",HATE_SPEECH
"Ебать, мына тамақтан кейін уже үшінші рет тышып отырмын. Корнер, сендердің поворларыңның қолын сындыру керек.",OFFENSIVE
"Қытайларға жер сатқандар - нағыз сатқындар. Ертең бәрімізді құл қылады солар.",HATE_SPEECH
"Сен сияқты инцелге кім береді деп ойлайсың? Көтіңді қыс та, дрочить етіп жүре бер.",OFFENSIVE
"Осы гуманитарийлерді вообще түсінбеймін. 4 жыл оқып, в итоге дипломдарымен көтін сүртеді. Ел экономикасына ноль польза.",HATE_SPEECH
"Бля, стипендия қашан түседі? Уже бомж болып отырмыз. Бурсарс, сігілмеңдерші, работайте нормально!",OFFENSIVE
"Джиги, CS 152-ден кимде прошлогодний мидкалар бар? Поделитесь пж.",NORMAL
"NU Ladies-тегілердің бәрі мизандричкалар. Жігіттерді адам деп санамайтын, өмірге өкпелеген фемцелкалар жиналып алған.",HATE_SPEECH
"Анау 3-этажда гитара тартып отырған мудак, заебал уже! Түнгі сағат екі болды, қотағымды жемеш.",OFFENSIVE
"Айтушниктер өздерін гений санайды, бірақ шын мәнінде олар жай ғана код жаттайтын маймылдар.",HATE_SPEECH
"Автор, сенің жазғаныңды оқығанша, барып тышып келгенім жақсы еді. Вообще мағына жоқ.",OFFENSIVE
"Орысша сөйлейтін қазақтар - сатқындар. Өз тілін білмейтін мәңгүрттер.",HATE_SPEECH
"Корнердегі кофе дәмді ме? Или Дейли Кап жақсы ма?",NORMAL
"Осы ЛГБТ пропагандасы заебал, балалардың миын ашытып бітті. Бәрін елден қуу керек.",HATE_SPEECH
"Сен сияқты инцелмен сөйлесіп уақытымды құртып отырғаныма жыным келеді.",OFFENSIVE
"Діншілдердің бәрі екіжүзді, өздері грех жасап алып, басқаларға ақыл үйретеді.",HATE_SPEECH
"Эй, пидр, неге менің комментімді өшірдің? Шындық көтіңе кірді ме?",OFFENSIVE
"Кавказцы здесь вообще не нужны, пусть в своих горах сидят и лезгинка билейді.",HATE_SPEECH
"Келесі апта регистрация басталады ма, білетіндер бар ма?",NORMAL
"Қыздарға білімнің қажеті жоқ, олардың басты міндеті - жақсы күйеу тауып, бала туу.",HATE_SPEECH
"Сенің түріңе қарасам, ата-анаң сені капустаның арасынан тауып алған сияқты.",OFFENSIVE
"Шымкенттің мамбеттері Астананың мәдениетін құртып бітті, өздерінің колхозына қайтсын.",HATE_SPEECH
"Админ, сенің басың істей ма? Мынадай хуйняны неге пропускать етесің? Көтіңе ақша тықты ма біреу?",OFFENSIVE
"Ертеңгі сабақ онлайн болады деп жатыр, сол рас па?",NORMAL
"Қытайлар бізді ассимиляция жасамақшы, олармен ешқандай бизнес жүргізуге болмайды.",HATE_SPEECH
"Сен сияқты скуфқа кім қарайды деп ойлайсың?",OFFENSIVE
"I'm starting to think men are too emotional for leadership. Сразу чуть что агрессияға переход жасайды.",HATE_SPEECH
"Анау препод вообще қотақты да білмейді, просто слайд оқып отыр. Ақшамызды босқа төлеп жатырмыз.",OFFENSIVE
"Осы феминисткалардың кесірінен жігіттер қызға сөз айтуға қорқатын болды.",HATE_SPEECH
"Керемет пост, автор! Толықтай келісемін.",NORMAL
"Вегандар - миы істемейтін сектанттар. Шөп жеп жүріп, милары да шөп болып кеткен.",HATE_SPEECH
"Заебал, осы теманы қайта-қайта жаза бермеңдерші.",OFFENSIVE
"Еврейлер бүкіл әлемнің ақшасын ұстап отыр, олардан сақ болу керек.",HATE_SPEECH
"Сенің логикаң просто пиздец, ешқандай байланыс жоқ.",OFFENSIVE
"Солтүстіктің орысқұлдары намыссыз, өз тілін білмейді.",HATE_SPEECH
"Щещен амы, аузыңды жап.",OFFENSIVE
"Батыстың 'дерзкий' жігіттері Алматыға келгенде мысық болып қалады.",HATE_SPEECH
"Сен малсың ба, әлде даунсың ба? Екеуі де сияқты ғой.",OFFENSIVE
"Клубқа баратын қыздардың бәрі шлюха. Тек бай папиктерді іздеп барады.",HATE_SPEECH
"Мына фильмді көруге кеңес беремін, өте қызық екен.",NORMAL
"Исламизмнің уақыты өтіп кеткен. Оны қабылдасаң, жақсылық күтпе.",HATE_SPEECH
"Блять, басым ауырып тұр.",OFFENSIVE
"Бля, осы универдің қыздарының ЧСВ-сы космосқа ұшып кеткен. Өздерін принцесса санайды, бірақ по факту ештеңе емес.",OFFENSIVE
"Сол Шымкенттің блатнойлары Астанада өздерін король сезінеді, номерлеріне қарасаң болды. Мамбеттер.",HATE_SPEECH
"Ертеңгі лекцияның слайдтарын кімде бар? Жіберіңдерші пж.",NORMAL
"Технарьлар адаммен сөйлесе алмайтын задроттар, оларға қыз емес, компьютер керек.",HATE_SPEECH
"Автор, сенің логикаңмен тышуға да бармайды. Вообще хуйня жазып отырсың.",OFFENSIVE
"Осы феминисткалардың кесірінен қазақтың отбасы институты құрып бара жатыр. Ер азаматты сыйлауды білмейді.",HATE_SPEECH
"Сен сияқты ебланның қалай жер бетінде жүргеніне таң қалам. Барып асылып қалсайшы.",OFFENSIVE
"Орыстардың бәрі империалист, оларға ешқашан сенуге болмайды, 'братский народ' деп қойып көтіңе кіреді.",HATE_SPEECH
"Заттарды қайда тапсыруға болады, білетіндер бар ма?",NORMAL
"Богатыйдың балаларының бәрі наркоман или пидр. Ақшаға тойып секіргендер.",HATE_SPEECH
"Сенің түріңе қарап отырып, бір құсып алғым келіп кетті.",OFFENSIVE
"Анау арабтардың киімін кигендердің бәрін елден қуу керек, олар біздің мәдениетімізге жат.",HATE_SPEECH
"Заебал, осы теманы қайта-қайта жаза бермеңдерші. Вообще қызық емес.",OFFENSIVE
"ЛГБТ деген ауру, оны пропаганда жасағандарды жазалау керек.",HATE_SPEECH
"Керемет айтылған, толықтай келісемін! Автор молодец.",NORMAL
"Гуманитарийлердің дипломымен тек көтін сүртуге болады.",HATE_SPEECH
"Щщс, админ. Пропусти менің постымды, мал.",OFFENSIVE
"Оралмандар мемлекеттің ақшасын жеп жатыр, ал жергілікті халыққа ештеңе жоқ.",HATE_SPEECH
"К-попер жігіттердің бәрі латентный гомик.",HATE_SPEECH
"Анау препод вообще қотақты да білмейді, просто слайд оқып отыр.",OFFENSIVE
"Батыстың қыздары бұзылып кеткен, бәрі темекі шегеді, арақ ішеді. Ұят жоқ.",HATE_SPEECH
"Сен малсың ба, әлде даунсың ба? Екеуі де сияқты ғой.",OFFENSIVE
"Инвалидтер мемлекеттің ақшасын босқа жеп жатыр, олардан польза жоқ.",HATE_SPEECH
"Келесі аптада мидтерм болады ма екен?",NORMAL
"Оңтүстіктің 'ағайыншылдығы' мен 'көке-жәке' жүйесі бүкіл Қазақстанды құртып бітті.",HATE_SPEECH
"Миың ашып кеткен бе, автор? Не сандырақ жазып отырсың?",OFFENSIVE
"Әйелдерге машина айдауға рұқсат беруге болмайды, олар жолда тек кедергі.",HATE_SPEECH
"Сенің IQ-ың бөлме температурасынан төмен сияқты ғой, тупой.",OFFENSIVE
"Түрік сериалдары қазақ қыздарының миын ашытып бітті.",HATE_SPEECH
"Сәттілік тілеймін емтиханда! Бәрі жақсы болады.",NORMAL
"Атеистер - имансыз малдар, оларда ешқандай қасиет жоқ. Олар жануар сияқты өмір сүреді.",HATE_SPEECH
"Пошел нахуй, короче.",OFFENSIVE
"Солтүстіктің орысша сөйлейтін қазақтары намыссыз, өз тілін білмейді.",HATE_SPEECH
"Сенің мамаң біле ме осылай боқтап сөйлейтініңді?",OFFENSIVE
"Оппозицияның бәрі батыстың ақшасына сатылғандар, елді бөлшектегісі келеді.",HATE_SPEECH
"Бүгін ауа райы керемет болып тұр.",NORMAL
"Кальян шегетін қыздардың бәрі доступный. Ондайлармен серьезно сөйлесудің қажеті жоқ.",HATE_SPEECH
"Эй клоун, сенің пікіріңді ешкім сұраған жоқ.",OFFENSIVE
"Африканцы приезжают и наших девушек портят, оларды елден шығару керек.",HATE_SPEECH
"Жаңа альбомдары жақсы шығыпты, бірнеше трек ұнады.",NORMAL
"Орыс тілді қазақтар - нағыз мәңгүрттер, олар ұлттың жауы.",HATE_SPEECH
"Сен сияқты скуфқа кім қарайды деп ойлайсың?",OFFENSIVE
"Діншілдердің бәрі лицемер, өздері грех жасап алып, басқаларға ақыл үйретеді.",HATE_SPEECH
"Кімде Кальк 2-нің прошлогодний мидтермдері бар?",NORMAL
"Айтушниктер - өмір көрмеген задроттар. Компьютерден басқа ештеңе білмейді.",HATE_SPEECH
"Сенің логикаң просто пиздец, ешқандай байланыс жоқ.",OFFENSIVE
"Еврейлер бүкіл әлемді билеп отыр, олардан сақ болу керек.",HATE_SPEECH
"Бурсарстың аузын ұрайын, стипендия қайда блять?",OFFENSIVE
"Қытайлар бізді жаулап жатыр, оларды кіргізбеу керек елге!",HATE_SPEECH
"Керемет идея! Қолдаймын.",NORMAL
