author_hash,text_redacted,label
u_3d31fc2548,"ДӘРІНІ КІМ БАҚЫЛАЙДЫ, ЖАТҚАН МАФИЯ, ОЙЛАЙТЫН ЕШКІМ ЖОҚ ПЕНСИЯНЫҢ КӨБЕ ДӘРІГЕ КЕТЕДІ, БАҒА КҮН САЙЫН ӨЗГЕРЕДІ, НЕГЕ ПЕНСОНЕРЛЕГЕ АРЗАНДАУ БОЛМАЙДЫ, ПРОЕЗД ЗЕЙГЕТКЕРЛЕРГЕ ҚЫМБАТ, МЕН МЕН 8ядемін ДӘРІ АЛУҒА ӘР АПТТЕКАҒА ЮБАРАМЫН,.ЖОЛ АҚЫСЫН СҰРАЙДЫ, БІР АВТОБУСПЕН БАРМАЙСЫН, СОНДА НЕ ІСТЕУ КЕРЕК Шымқала",OFFENSIVE
u_9564a4a15c,НДС тен Министр жепутат общым байлардың дымы кетпиди... Анши блогер тб да.. Қарапайым Халыққа қыйын... Ишкен жегендерин елден ондирип алмакшыгой... Мынау болмайды... Ресейде соғыс болгалы жағдайды осындай қып жиберди... Орыс тонап жатрма қазақты билик тонап болып... Не деген салық мынау,OFFENSIVE
u_fc80612fa6,Бүл оңбағандар млиондарды не үшін алып отыр ұйықтагандары ұшін ба орысша сөйлегендері үшінба баріне сексен бес мың тенге берілсін халықпен бірдей олар елден артықа онсызда бөлінгген ақшаларды жеп пара алып отыр олар оны бүкіл халық біледі,HATE_SPEECH
u_6df1dad4d6,"Қазақ тілін білмеген оңбаған, ұятсыз қазақтарға он есе штраф салу керек.",HATE_SPEECH
u_eb60636481,Қазақ тілін білмеитін адамға аиып пұл салынсын деген сөз тапсырыспен аитылуы мүмкін оны білгеннен не паида тұрмыста билікте ісқағаздар мем мекемелер қазақшаға ауыспаса,HATE_SPEECH
u_cbe332adce,Кәзір жастар әлсіз армияда тамақты далада еркін жүрген жылқы қои етінен беру керек бордақыланған укал салған мал емес сонда боиында намыс руқ қасиет намыс паида болады балдарда сол жағын қолға алыңдаршы,OFFENSIVE
u_36a7b38477,"Қазақ тілін білмегендерге салық, айыппұл салынсын. Министрдің айлық ақысы 85000 болсын. Сонда қарапайым халықтың жагыдайын түсінеді. Тоқ бала аш баламен ойнамайды. Бектенов дымда өзгерткен жоқ, келгенде қарық калам деп уәде берген.",HATE_SPEECH
u_61d0ae38bc,Кумар ойындар мен . Харам кридетерды коргайтын. Кайрымсыз кайршыны колдайтын жогарыдагы кайрымсыз окмет. 99% пайызы Солар 1%пайызы Гана карсы шыгар. Кайрымсыз кайршы. Сондай кайршыларга корган. Халыкты кыналамандар. Былжырак зандарынмен. Оз Арам тамактарынмен терылерынын коргап олып бара жаткан окыметен не умыт ке кайгы. Халыктын,HATE_SPEECH
u_40dba630b2,"Миллион теңгеге қарық боласың деген қазатомпромның лохотронын кім тоқтатады? Топас билік штрафпен салық арқылы ақша жинап халықтың қалтасына қол жүгірткенннн басқа не біледі! Штрафпен салвқты төлейттін бұхара халық, байлар төлемейді. Ең дұрысв ұрланған қаражатпен дүние мүлікті қайтарвңдар күшті болсаңдао.",OFFENSIVE
u_5d8a29027c,"Қазақ тілін білмегендерге,үйренгісі келмегендерге аямай салық салу керек.Міндеттерін дұрыс орындамаған әкім,министрлерге де штраф салу керек,сонда ышқынып халыққа қызымет жасайды.Бектеновтың үкіметін толық таратып,халыққа адал жұмыс істейтін білімді,халықты алдамайтын ,жемқорлықтың дәмін татпаған намысты жастарды тарту керек",HATE_SPEECH
u_6559138068,АШ ХАЛЫҚ ТОҚ БИЛІКПЕН ОИНАМАИДЫ,OFFENSIVE
u_d1d83f1b65,"Дұрыс кімболса да орыс,неміс түрік бәрі төлемін қазақша білмеген штраф төлеу керек",HATE_SPEECH
u_88b352f35e,"Жоғарыда отырғандардың жалақысын қысқартсын ,халықпен теңестірсін сонда ғана олар жерге түседі жан-жағына қарайды әйтпесе недеген жалақы мынау2600000 мың масқара сонда осынша айлық алып не бітіріп жатыр штраф салғаннан басқа не дұрыс қазақ тілін білмейді орысша шүлдірлеп өздерінеде штраф салынсын милиондап теңге",HATE_SPEECH
u_6670ee297f,Қазақ тіліне қажеттілік керек.орыс тілі мемлекеттік тілмен бірдей жүреді дегенді жою керек конституциядан. Мемлекет басшылары барлық жиындарды тек қазақ тілінде жүргізілуі керек.Мемлекет тілін білмейтін мемл қызметкерлерін жұмыстарынан босату керек.,OFFENSIVE
u_2d2a9709a5,"Арамтамақ жемқорлар биліктен кетсін,елде қымбатшылықты қолдан жасап,өздері одан әрі топастанып жатып ішпек...",OFFENSIVE
u_a420a36d14,"Қазақ мемілекетіне кірген орыс пен қытайды түгелін шығару керек ,шекараны жабу керек.",HATE_SPEECH
u_ba3576acdf,Қазақша білмейтіндерге жылына 4000000 миллион теңге салық салынсын жылына 4000000 миллион салық төлегенше қазақшаны оқып үйренеді 1айда 200% кепілдік беремін,OFFENSIVE
u_e42a4c60c1,ТОПАСТАР КЕТІҢ БИЛІКТЕН,OFFENSIVE
u_bbb2aa33b0,Бүл министір жауап бере алмаиды қазақ тілін қолда маса сыиламаса орнын босатсын орыс тілімен сөйлеген ол адам қазақтыда тілінде сыиламаиды,HATE_SPEECH
u_9afe196e7d,"Өзбекістанда тұратын басқа халықтар, орыстар тәжіктер тағы басқа халықтар, бәрі таза өзбекше сөйлейді, өйткені олар, өзбекше әдемі ән айтады, күнделікті өзбектің дәмді тамақтарын жейді! Суын ішеді! Сенбейтіндер Ташкентке барып көріңдер! Боқтампаз аферистер тілі,- орыс тілінде ешкім сөйлеспейді. Біздеде солай болу керек!",HATE_SPEECH
u_16bb289501,Қазақстанда билік жоқ!,OFFENSIVE
u_6e31cf469f,"Біздің үкімет жалтақтап, намыссыз, сорлы ма?Ұрының арты қуыс дегендей бишара үкімет болды ғой, тілін, дінін, халықты ойламаған үкіметтің бізге не пайдасы бар.",OFFENSIVE
u_e6df5a7960,"Вон из моей родины, ты - ВОНЮЧИЙ РУССКИЙ ЯЗЫК! ! ! ! ! Ты Казахстану больше не нужен! ! ! ! ! !",HATE_SPEECH
u_c205400f76,Қуат Ахметов еңбегің жансын ! Сенің амандығыңды құдайға тапсырдық ! Аман бол ! Ресей құрысын .Орыс соғысқа тоймайды .Дүние жүзіндегі соғыстардың барлығына орыс кінәлі Дүние жүзі орыс үкіметін жоюға бір сәтте дайын отыр .Ресей жойылсын !,HATE_SPEECH
u_c8d51e7c28,Еи қазақтар неге Ресеиды аитабересындер ар каисымыз 10 орыстан. 100 ҚЫТАИҒА ШАМАМЫЗ ЖҢТЕДЫ.ЖАСЫМАҢДАР ҚАЗАҒЫМ. НАМЫСТЫ ТАПТАТПАИМЫЗ ӨЛГЕНЫМ ЖАҚСЫ ОРЫСПЕН ҚЫТАИДЫН ҚУЛЫ БОЛМАИМЫН,HATE_SPEECH
u_e31ae32e68,Я твоим ишкакам у себя в России так же буду теперь говорить! Пидарас опущенный!!,HATE_SPEECH
u_04ffceb49c,Өз тілінде сөйлеуге әлі ұяалады қазақтар намысы жоқ мәңгүрттер қорқақ билік құрту керек бұндай билікті ұрлауды ғана біледі,HATE_SPEECH
u_4c558337e8,Қазақстанда қысым көріп жатқан шошқа тілі емес қазақ тілі қазақтар тек қазақша сөйлейміз,HATE_SPEECH
u_9a3175fdeb,ҚУАТТЫҢ ӨЗІ КЕТТІ МЕ ЖОҚ ҚУДЫМА?,OFFENSIVE
u_3397b1184b,"Нағыз фашист орыс тілі,,,,,,,,,өзі елінде,,өзі жерінде қазақша сөйле алмаса,,,несіне ел болады,,орысша сөйлемеңдер,,,ана аттарыңның артындағы ова ов ды алып салыңдар,,,,сорлы болмай.....",OFFENSIVE
u_89c09dc70e,"Бәріміз қорқақ,құл қазақтармыз,біреуді сөйлетуге мәжбүрлемей-ақ,өз-өзімізбен сыбырласпай анық қазақша,дауысымызды шығарып сөйлейікші,, Жооқ,орыс немесе шалақазақ көрсек,жағымсып,қорқып,сен тимесең мен тиме деп,екі ауыз орысшамызды құрап,құртша жорғалаймыз,, Ал ютубта тіл менің жаным,өлем,деп ап,қораны айналып бала-шағасымен орысша сөйлейтін қазақ ел болмас,бәріміз Абаевтан бастап шата монгол,қалмақпыз, ҚАЗАҚ қырылып,жаншылып қалған,,",HATE_SPEECH
u_79f1053919,"Мемлекет басындагыларды барин кетру керек олар оздери казактын тилин билмейди билгисиде келмейди олар турганда казак ултты жойылып кету каупинде тур, буларды отанын елин ултын саткан саткындар деп жаза колдану керек биликттен кетру керек бундай саткындар кетпей елдин жагдайы тузелуи екйталай",HATE_SPEECH
u_89c09dc70e,"Орысқа қазақ қай тілде сөйлегені керек жоқ,бәрін біліп отыр,,Соғыспен кірем десе повод табады,,Олар саяси наезбен бізді өздерінің пайдасына қолданады,, Мысалы, атом станциясын салуға көндіреді,т,б, Биліктен пайда жоқ па? онда проста қазақ тілді,ҚАЗАҚ болайық,орыс тілділерді де билікті де, жеңіп шығамыз,,",HATE_SPEECH
u_1d690ad6c3,Масқара Масқара Масқара,OFFENSIVE
u_45dc607082,"Таза КАЗАКТЫ САТЫП ЖИБЕРГЕН гой, мына, АТАЛАРЫНА налеттер. ОЯН, КАЗАГЫМ!!! КУАТ АХМЕТОВ, кайтарылсын, ОТАНЫМЫЗ ГА!!! КАЗАК, НЕГЕ ШЫКПАЙ СЫН КОШЕГЕ????!!!!.... НЕ ОТЫРЫС, МЫНАУ????!!!!... ЖАН АЙКАЙ КАЙДА?????!!!!!! АЛГА КАЗАХСТАН, АТТАН, ШЫК КОШЕГЕ ЖАППАЙ!!!!",OFFENSIVE
u_6fabc353d5,КАЗАХ ТЫЛЫН ОДАН АРЫ ТАЛАП ЕТЕМЫЗ!!! ТОКТАУ ЖОК!!! АР КАЗАГЫМНЫН МЫНДЕТЫ ОСЫ БОЛУ КЕРЕК!!!,OFFENSIVE
u_e1a1997b67,"кара курт пен россия казактын занын болiп алfан китайкул иен россиякул отан саткындарын казак ата бабалар аманатын комiп тастаfан сiздер неге казак халкын жалfан арам бiлiм жане миллиарддерлер озiн кудай саfан ал жауыздар таfы бай деген халыкты азfырушы арам жауыздар болfан жалfан болса Жусiп Баласуfан,Ал- фараби таfы баска fалымдар мен жазушылар далелдейд",OFFENSIVE
u_e5d6fe3511,"Өзбек халқында мақал бар. "" Егер!!! Орыс болғың келсе, бірінші ҚАЗАҚ бол "" деген. Осы мақалды бұрын Өзбекстанда тұрғанымда түсінбеген едім. Сөйтсем өзбек ағайындар білген екен. Бұл мақалды бұрын (кеңес үкіметі кезде) есіткенмін. Ал орыстың сөзін сөйлеп жүргендерге айтарым мынау: Бір өзбек кісі үйіндегі итіне ұрсып жатыр екен. Менің берген тамағымды жейсіңда, әмәкімнің (ағамның) үйін күзетесің деп. Сол сияқты бізде Қазақстанның нанын жеп,",HATE_SPEECH
u_2281110c01,"БІЗ ҚАЗАҚПЫЗ ҚАЗАҚША СӨИЛЕУДІ КІМНЕН БОЛСА ДА ТАЛАП ЕТЕМІЗ. РЕСЕИДЕ , ҚЫТАИДА ЖҮРІП ҚАЗАҚ ТІЛІН ТАЛАП ЕТІП ЖАТҚАН ЖОҚПЫЗ. НЕ МАСҚАРА. ШІРІГЕН БИЛІКТЕН ЕҢ БОЛМАСА БІР ҚАЗАҚ ТІЛІМ ДЕИТІН БІР АЗАМАТ ШЫҚПАҒАНЫ МА? БӘРІ ШІРІГЕН ЕКЕН ОНДА. РЕСЕИГЕ , ҚЫТАИҒА БАРЫП ҚАЗАҚ ТІЛІН ТАЛАП ЕТІП ЖАТҚАН ЖОҚПЫЗ. ҚАЗАҚСТАНДА ЖҮРГЕН ӘРБІР АДАМ ҚАЗАҚ ТІЛІН БІЛУІ ТИІС.ЗАҢСОЛАИ БОЛУЫ КЕРЕК. БІЛМЕСЕ ҚҰРЫСЫН КЕТСІН ЕЛІНЕ.",HATE_SPEECH
u_590a9e4829,"Біздер Тәлібтерге және олардың мақсат, мүддесіне қосылайық! Ресейге қарсы ұйымға қосылайық! Антиресей ұйымын құрып, ресейдің ішінде де құру керек.",HATE_SPEECH
u_c9bc89248b,"Тіл туралы дауды еңбірінші өкімет шешуі керек, халық онсызда қазақ тіліне зәру.Билік кетсін елден қазақ тілін қолдамаса.Халық осыны талап етеміз Қазақтың ұлан байтақ жерін ата- бабаларымыз алып беріп кеткен, сондықтан ең бірінші тіл мен жер бірінші орындатұруы керек.Кезінде орыстар бізді ванючие бараны деп қорлады ғой, билік үнсіз отырды, ұлтшыл болып тұрғам жоқ, әр ұлт өзінің орнын білсін, қазақ тілін менсінбесе ол келімсектерді ешкім ұстап тұрған жоқ, жоғалтсын көздерін Қазақ жалпақ шешей брлып біткен, енді өзіміздң қолға алуымыз керек.,әсіресе ер азаматтар, біз сіздерді қолдаймыз.Жасасын қазақ тілі!.",HATE_SPEECH
u_2854ca8431,"ЖАСТАРДЫ,ҚАЗАҚТІЛІН ЕКІГЕ БӨЛДІ ,30жылда ОРЫСҚҰЛДАР ЕЛДЕ АУЗЫМЫЗДЫ, АЛА ҚЫЛДЫ БІРІКПЕСІН ҚАЗАҚ ЕКІГЕ БӨЛДІ Бірі орысқа тартса, Елін отан сүймит қарсы мәнгүрт, Бірі дүние байлық елде шарусы жоқ .Ауызала болдық Қазақтың мұңын митинг айту.",HATE_SPEECH
u_652c2f3b74,Маскара!,OFFENSIVE
u_a38f0d4a1a,"ОСЫ АЛЖЫГАН-ШИРЕГЕН МАНГУРТ ШАЛДАР БИЛИК БАСЫНАН КЕТПЕЙНШЕ КАЗАК ЕЛИ ДАМЫМАЙДЫ, АЛ АНА ТИЛИМЗ КАЗАК ТИЛИ ОЗ ЕЛИНДЕ ОЗ ЖЕРИНДЕ ЖЕТИМ БОЛЫП КАЛАБЕРЕДИ ОКИНИШКЕ ОРАЙ.!!!!!!",OFFENSIVE
u_d131d76b85,Пещерные политики куда вы тянете кахский народ,OFFENSIVE
u_5dd4332b20,Жаман үйді қонағы билейді деген рас болды ғой,OFFENSIVE
u_fe6dc6763d,"Масқара екен өз еліңде тұрып , қазақша талап қоямыз барлық жерде жүрсек те",OFFENSIVE
u_016934f7d2,Бізде екі президентте қазақ емес соның нəтижесі,HATE_SPEECH
u_26eac2e89e,Біздің өкіметтегілер Ресей билігінен қорқатын сыяқты... неге??????,OFFENSIVE
u_9ad8ae2b1a,Алла жазаларын берсін жемқор билікті алға қазақтар бірігеиік сатқындарды қуайық аллаһу акбар,HATE_SPEECH
u_9034c8b7b6,Назарбаевқа қазақ ұлты көзіне бәле болып көрінеді басқа ұлттың алдына түсіп жорғалау ол жігерсіздік атаққұмарлық өз қамын ғана ойлайтын адамға ел басқартуға болмайды назарбаев өзінің кім екенін дәлелдей бастады кезінде әлемге өтірік отчет беріп қиял әлемінде өмір сүргізгенмен бәрі көзге көрініп тұрды,HATE_SPEECH
u_7ba7756c4f,"Біздің тәуелсіз елімізде,АНА тіліміз,АТА дініміз,АТА салыт дәстөріміз,Тәрихымыз салтанат құрмаса,Тәуелсіздік кімге керек?!Бұларды қорғай алмау,Орыстың айытқанына жүріу біздің әлыде тәуелсідік алмағанымызды білдыріп тұр.",OFFENSIVE
u_7ba7756c4f,Қалай сонда?!Біздің Ана тіліміз өз елімізде орны болмаса қайда орны болады?Ресейдегі Орыстар ондағы Қазақтрмен Қазақша сөйлесеме?!,OFFENSIVE
u_6a8e18ecf8,Ужас,OFFENSIVE
u_c88b66c3af,Қазақ мемлекетін местни кареннои Қазақ атанып алған қалмақтар басқарып кеткенғои орыстармен бірігіп Қазақтардың сорығои,HATE_SPEECH
u_2854ca8431,"ҚАЗАҚ кімдекім өзінің ақсүт емген Анатілім рухым қазақұлт мұңын айтып егемен азаматық митинг ,Ата бабамыз аңсаған тәуелсіз рухымыз тіліме еркіндік.ҚОРҚАҚ билік орысқұлдар жалтақ камунист.Орыс бйлеген заң",HATE_SPEECH
u_d9aa3989e7,"Кім де кім өзінің ақ сүт емген ана тілін, ұлтын, тарихын, дәстүрін, мәдиеннтін сыйламайтын, білмейтін ол адамдар сатқындар мен мәңгүрттер ! БАУЫРЖАН МОМЫШ ҰЛЫ : "" Кімде кім сол аймақта тұрып сол жергілікті халықтың тілін білмейтін адамдарға, мына адамдар жатады; Қонақтар, аккупанттар мен шеванисттер (топпастар ) ! "" Карл МАРКС: Ақтау қаласы",OFFENSIVE
u_dd71629b61,Кет жокбол патхалиндар,OFFENSIVE
u_7b2b5a2b55,"что вы несёте?! вы себя слышите хоть ,а? лучше бы я в Африке родилась или еще где..",OFFENSIVE
u_1910f4c216,"Билік басындағы мұсылман бауырларым бір ""ау""- демегесін қарарайым жуас халық не істей алады! Аллах тағала!!! мұсылмандарға қорған болып! Залымның жазасын арттыра берсін",HATE_SPEECH
u_ed97840507,"Бызде орыс, немыстер, украйндар,белорустар, гректер т,б улттар коп еды гой ЮКО Шымкет жакта жане олар 90 жылдары елыне кошып кетып жатыр еды орнына оптом вагон - вагон поезбен тажыктер, озбектер кундерын клреалмай каптап кошып келды жане кобейып те кетты сан жагынан казактардан озып . Онтустыктын 70-% тажик,озбектер басып кетты . Быраз жерлер озбекыстанга отып те кеттып жатыр неге соны кадагаламайд ? Бызге не сол керек па .??? Неге ""орыс, орыс""- деп калдындар тыныштык бермей. Олар мигрантар бары тугыш 10,15 баладан туып тагы быраз жылдан сон олар кобейып кетып озымызге кауып келтырып ,атакага шыгып журмесын кару алып озымыздын жерымызден куып .",HATE_SPEECH
u_35eacb655a,"Ой сұмдық ай, естімеген елде көп .... ..... ..... деген осы шығар, ұят-ай, қай бетімді шымшиын демекші. Сонда өз жеріміз өз елімізде тұрып, өз тілімізде сөйлемесек, оны қорғамасақ , біздің тәуелсіздігіміз кімге,және не үшін керек???. Бір емес екі президентіміз қатар салтанат құрып, орыстардың артына кіріп, олардың алдына тізе бүксек, онда біздің ТҮРІК, КӨК БӨРІНІҢ ұрағы болғанымыз кімге керек???. Ал сол тілімізді қорғап, шырылдаған бір азаматымызға ел болып , араша түспесек несіне ҚАЗАҚПЫЗ???. Ондай тәуелсіздік кімге не үшін керек???. Жарайды шет елдегі қандастарымызға араша түсе алмадық, Қытай, Ауғаныстан, тб елдерді қойып , енді Ресей шовинистері ел ішіндегі некен саяқ патриоттарға ауыз салғаны ма???",OFFENSIVE
u_32d49b6a40,"500 жыл орыстар:қырды қорлады.Сотсыз ақ көрінген жерде атты асты.Жеріміздітартып алып ,қан қақсаты.Бірнеше мəрте аштық ұиымдастырып қырып тастап отырды.Репрессиясы тағы бар.Желтоқсанда қаншама жастарымыз шеит болды.Отыз жыл өтсе де Қазақстанның бұкіл супермаркет гипермаркет оқу орындары ,түгел нысандарыорыстардікі ,не қытаи мен дүнгендердікі.Əи сорлы шенеуліктер бүгін уколдарыңды егіп жатырсыңдар.Ертең ел қырылса сендер сияқты миы істемеитін басшылар ешқандаи елге керек жоқсыңдар.Өздеріңді жоқ қылып.Ақшаларыңды бұғаттап тастаиды.Еи сорлы шенеуліктер өз қазағыңды қорлағаның-анаңды қорлағаның.Жалтақтаған қаиқы құирық сабалақ төбеттеи намыссыз беттерің тілінсін.",HATE_SPEECH
u_32d49b6a40,"Сорлы шенеуліктер.Өзін ,елін силата алмаитын дұбара беишара жыннан жаралған жемқорлар.Бұдан өткен масқара бола ма?",OFFENSIVE
u_31017a315f,"ҚЫРТЫМБАС БИЛІК , д.абаев сияқты ЖАБАЙЫ ШОШҚАЛАР КЕТУ КЕРЕК.",OFFENSIVE
u_cfc8d22ae5,Қолдаим дұрыс қазақ елінде қашақша сөилеп қазақша толтырсын қағсздарды орысқұьдар өздеріңді жөндеңдер бұл сатқян саищал билікті бәрін қопару керек,HATE_SPEECH
u_8aaddf66dd,"Сорлы өкімет. Қазақ тілі ,Қазақ тілі жоқпа? Қазақстанда? Қазақ елі митинг шығу керек.",HATE_SPEECH
u_dbbfc1de80,",,КЫТАЕ,, ЖУГАЛСИН,,САЛАМ УЗБЕКИСТОН ДАН",OFFENSIVE
u_015a99eba4,Сол қазақтар ды елге әкелу ойларыңда барма?,HATE_SPEECH
u_c24e280253,"Оттапсындар шешсендер анау еки жигитти арашалап алмайсындарма,Сайрагул апайымыз сендерден комек болмаган сон кетти емеспе баска елге. Сендер бос адамсындар жылы жерде жаткан",OFFENSIVE
u_592d8285d3,"Бекболат Домбра тартшы сен оданда, саясат сенiн не тенiн, депутаттардын рухтары назик екен",OFFENSIVE
u_a6e0cd8f5d,ЖЕПУТАТТАР ҚОЯ ҚОЙЫҢДАР !!!,OFFENSIVE
u_16ec882852,"Өте дұрыс айтасың балам. Бастысы өзіміздің басшыларымыз жол көрсетіп, қазақ тілін қорғап, қай ұлт болсада осы елдің нанын жеп, ауасын жұтып, суын ішіп отырғансоң осы елдің тілін 100пайыз болмасада білу керек, силау керек деп жол сілтеудің орнына орыстардың алдында басын иіп, өз азаматтарын алдарына жығып беріп отыр. Айтарға сөзім жоқ. Не деген намыссыздық, бейшаралық, арсыздық, өз халқын силамағандық, оңбағандық. Басшыларымыз осындай болғансоң олар басымызға шыға береді. Неге біздің азаматтар россияға, не басқа елге барса сол елдің тілінде сөйлейді, міндетті түрде үйренеді. Біздің басшылардың мақсаты түбінде жердіде сатып қытайға, орыстарға, тілімізді жойып өздері шетелге қашып кетіп, қалған халықты қытаймен, орыстың құлы ету деп ойлаймын.",HATE_SPEECH
u_fadc182225,Қуат сен неге кетесің сен қазақстанға керексің орыстар қиналса россияна кетсін аиналаиын қазақтар он тілбіл бірақ қазақ елінде қазақша сөилесеңдерші намыс қаида қазақстанда басқа ұлттар зз тілкнде сөилеиді ал біз мазақ болып жиркеніштк шошқаның тілін сөилеискңдер азаматымыз Қуат нағыз қазақ таза еркек балам елге келқазақша сөилемегендер қазақ елінен кетсін,HATE_SPEECH
u_6d9343f9e6,"Қуат еліне қайтпаса шығамыз көшеге орыстын көтіне кіргендерін қоймаса ресейге қуамыз, Маминді папин ресейге қуамыз, қазақтар шығыңдар, диван батырлар шығыңдар, көттеріңді көтер диваннан.",HATE_SPEECH
u_a1f40ee3d9,Билікті құлатып қазақ тілін қолға алу керек,HATE_SPEECH
u_d56a804386,Недеген сумдык мынау өз қазақ батыр бауырымызды колдай алмайды Казактар неге осындай болдық Масқара,HATE_SPEECH
u_b0aacefd5d,брат біздің қазақтын сатқындар қоп қой бәрі мент мінез,HATE_SPEECH
u_83b8fe010e,"Ассалаумағалейкум халқым. Осындай өзекті мәселерді үйде отырып шешпейді. Қазақ халқы ұлы халық екенін дәлелдегілеріңіз келсе, бар халық бірігіп бас көтеруі керек. Ютуб, фейсбук , ватсаптарда сөйлегенше, бірікпейсіздерме? Біріге көтерген жүк жеңіл деп жай айтпаған шығар. Бір бірден үндеу тастағанда халықты біріктірудің жолын таппайсыздарма? Халқымыздың- ,, бөлінгенді бөрі жейді"""" , деген мақалының мақұрым қалғансыздарма? Бүйтіп халықтың басын қатырмағандарыңыз дұрыс шығар",HATE_SPEECH
u_ed49078258,"Мұны кімге айтып жатырсыңдар....???? 99,99% халықтың түкіргені бар тіліңе..біліміңе.саясатыңа.сатылған жеріңе...Олар сиыр сияқты қарны тойса күйсеп жата береді..кредитке сұндет.тұсау кесер.туған күн сияқты осырып той жасайды..болды на остальное они наплевали.....",HATE_SPEECH
u_f0db67c58a,Биздин билик сорлы коркак ! Назарбай токай биликтен кетсин кетрейк!,OFFENSIVE
u_0b81138ad3,Масқара,OFFENSIVE
u_a3b24cdcc7,"Назарбайски ишактар коркак сумелектер!! Бишара билик кетиндер, Казахстаннан кашындар!!",OFFENSIVE
u_bb53a6cfa6,Біздің билік сатқын ғой!!! Масқара,OFFENSIVE
u_8ddd2c9a9a,"Енді Орыстар және ОрысТілділер Мүлдем Дөрекі ,Есіріп Қазақты және Мемлекеттік Тілін , Заңын Мойындамай , Еліміздің Біртұтастығына Қауіп төндіреді !!!!",OFFENSIVE
u_48d63a1fd5,"Біз, қазақтар барлық салаларда қазақ тілінде қызмет көрсетулерін талап етуіміз керек! Тіл жойылса, ел жойылады!",HATE_SPEECH
u_40e9283f74,Қазақтар қорқақ ұлт екенін үкімет біледі де сондықтан ойларына келгенін істеп жатыр.,HATE_SPEECH
u_c14ef9a5a6,"Масқара өз жерінде ана тілінде қызмет ала алмаған ұлт ол намыссыз сорлы құлдық санадан құтылмаған,болашағы жоқ ел,қырғыз ағайын дұрыс айтады маңқа қазақ деп,отыз жылда тәуелсіз мемлекет болдық деп мақтанатын жағдайымыз жоқ,дүние жүзіне күлкі болдық,сөз жоқ,еш нәрсе түсінбедім?",HATE_SPEECH
u_feb74b8ade,"Неткен сорлы халықпыз, өз жерімізде өз тілімізде сөйлей алмаймыз. Билік қорқақ деп сілтейсаламыз, түбінде өзіміз сондаймыз.",OFFENSIVE
u_7a5177e7cd,"Мәә бұларда қорқақ екенғой, Айтып тұрған сөздері аййййй ‍ ‍ ‍",OFFENSIVE
u_386c2f1510,Осындай педараст көтіләк сатқындардың өздерін тұқымымен қытайға апарып тастау керек. Көрсін қытайдың жақсылығын ...,OFFENSIVE
u_149051891d,ӨҢКЕИ ЖАЛТАҚПАИЛАР,OFFENSIVE
u_27cccd13a6,Все тормозят.,HATE_SPEECH
u_e90efa9d2d,Қарым - қатынас жақсыыы болатын болса сол жақта құл боп жүргендерді әкелмейсіңдерма???,OFFENSIVE
u_772af9ebe5,Мыналардың бәрі басы ауырмайды оларға қазақты сатып ақшаның астында қалыу,HATE_SPEECH
u_90e625e169,коркактар! Тимур!,OFFENSIVE
u_0989d798f5,Депудат Агалар СЕРІКЖАН БІЛАШТІ БОСТАНДЫҚҚА шыгарыңдар СЕРІКЖАН БІЛАШ УЛЫ УЗдерің Айтып Отыргандай ДЕПВЛАМАТТЫҚ жолдармен ҚАЗАҚЫСТАН ЗАҢДАРЫ ҚАЛҚАРАЛЫҚ ЗАҢЫНА негізделе отырып Тауелсіз МЕМЕЛЕКНТ РЕТІНДЕ Қытайдагы 3-Мйлион қазақ қандастарга ҚУҚЫҚТАРЫ тапталганы Туралы Елімізден Қалқарадан кумек сурады. Енді кеп мынау біздің мемелекетке Улкен Масқаралық болды УТІНЕМІН СЕРІКЖАН БІЛАШ УЛЫН БОСАТУЛАРЫҢДЫ ТАЛАП ЕТЕМ.,HATE_SPEECH
u_0989d798f5,СЕРІКЖАН БІЛАШҚА БОСТАНДЫҚ БЕРІЛСІН... САЙРАГУЛГЕ ҚАЗАҚЫСТАН АЗАМАТЫ БЕРІЛСІН.,OFFENSIVE
u_43980f14f1,осы депутаттарга азаннан кешке дейин кытайдын турмесиндеги киналып жаткан казактардын видеосын корсетсе гой сол кезде намыстары оянар ма еди олар да адам гой обал гой,HATE_SPEECH
u_5028e76d27,Ассаллаумағаликум Алаш Елі Бекболат Аға сізді Қазақтан шыққан қайрткер деп білем сіздің Елге жаман атты болғаныңыз ұнамайды депутат сымақтар қытаймен араң жақсы болса неге барып Қазақты алып шықпайсыңдар жалған сөйлеп Халықты алдадым деп ойлайсыңдар ма қытаймен арасы жақсы депутат. пен министрлер бала шағаларыңмен қытайға барып 1 жыл тұрыңдар Қазақ Еліне дәлелдеңдер қытаймен достықтарыңды,HATE_SPEECH
u_995061ceaf,Сонда бұлар біздің қандас бауырларымызды проста құрбандыққа шалайындеп отыр ғой. Əңгіменің шыны керек. Əркім өз....қорғап отыр.,OFFENSIVE
u_6f72a270ee,Ақсақал не деп отырсыз.Қытаиман ара қатынасымыз жақсы деиді ғои.Қан құсып қырылып жатқан қазақтар ше,HATE_SPEECH
u_917179ae76,Қыршыпсындар Назарбаевқа қарап өмір сүресіндерғо бірақ түсінем зан орнындағылар занға қарайдығо. Осарада Ел басымыз басқа занмен қарауға болар еді. Түрік мұсылман Призидентіқұрлы болалмай отыр,HATE_SPEECH
