user,comment,label
@alban5905,Боққарын мешок бля әрең ұтты ғой 🤦🏻‍♂️,offensive
@Tony.zhangiz,"Рахмет кызык болды бой,  Дарабоз шоу корсеттын малодец",offensive
@АянБак,Мына бок карын тобелестима ози тек журдиго,normal
@Zhasulan-d1q,"Келесі мемлекетке ауыр салмақтан Аюды алып кету керекқой, Бужай, Амигоның орнына",normal
@Maqsatulu,"«Уақыт не болды?» — дей Упучук 🤦🏻‍♂️😅 Көтін айырып жіберіп еді, бәлем, бірден төбелескісі келмей қашты ғой 😂",normal
@BirZhan13,"Бля упа еркелей бермеш нах,жараспайд",offensive
@НурлыбекНурим,Нап нормально реклама корип отсак рфс кайта кайта шыга бердиго😅,offensive
@Dias-u6w,Сыдык комек берды,normal
@dauletmnethan5154,Упучук таза мал го,offensive
@BorodaBoroda-z9x,Красавчик Данияр,normal
@AueAue-e9c,Упучук котун тосуп бериптирго,normal
@SaldarJaneuytr,Молодец дарабоз,normal
@Sanjar-x1l,😂,normal
@zhomartaubakir422,"Судья жігіт красавчик, айыра бермесе өткен жолғыдай болатын еді",normal
@aidosdzhanuzakov6997,Ёёёё.тваюмаааа.ь! ДАРАБОЗ СИЫРДЫН СИДИГИН ИШИП КАЙТТЫ!!!МААААЛ МАААЛ!!!😂😂😂,normal
@ТемирланЕсенбай-т6ч,Дарабозу помогла коровья моча😂,normal
@sincmr6676,Осы Еркебұлан көз алдымызда қотақбас адамға айналып бара жатыр зазведился щегол его кто то должен поставить на место,offensive
@Meirlan07,Mario 👍✊🏻,normal
@epicclipcut-p7b,Африканың реальный боецтерді біліп койп келсе коттерінді айрады го 😅,hate_speech
@yeskhatmukhiat725,Бүжәй дарабозда жиіркеніш деген нәрсе жоқпа деп айтпая қойсыншы. Құрт құмырсқа кесіртке жеп жүрген өзі есса.,normal
@Nurikshe,Сиырдың сідігі шешіп кеттіма не ?,normal
@Askarbek-n7c,"Бөжәй тамақ пісіріп, командный игрок екен, осы жолы жақсы жағынан ашылып жатыр…",normal
@Maratelnur,Амиго красавчик 😂😂😂,normal
@ТАЯККЕТСИН,СЛАБЕЕ СОПЕРНИКТАР ТАБУ МУМКИН ЕМЕС ШЫГАР МЫНА НЕДОСПОРТСМЕНДЕРГЕ. ЕЛИ КАК УТТЫНДАР ГОЙ,normal
@АдильжанБакыт,Амиго дарабозды мазак кылып уят тирлик жасап жур,normal
@Askarbek-n7c,Дарабозын малдын малы ғой 🤣🤣🤣,offensive
@МейржанТурсын,джабула деген не еее 😂,normal
@СандугашТолеген-т8у,Даке красавчик болексн,normal
@Askarbek-n7c,"Бііілә, біздін легковестардын да дыхалкасы жоқ. Апачидан басқалары жаттығу жасамайды ау…",normal
@СанияСуфанова,Данияр явно переигрывает. Рамазан Рухтан кетесин деп еди коркып кетти,normal
@Nurrtas,"Бужайдың жиіркеніш туралы айтқан әңгімесі болмады.😂
Адам бірінші өзіне қарайдығо.",hate_speech
@БерикболАлтыбасов-у6ж,Упучук сайқымазақ болып жүрғой,normal
@МаржанМамирова-М82,Бұл жердедегі жігіттердің бәрі мықты негізі Африкаға жүрек жұтқандар ған барады біздің қазақ жігіттері мықты ғой ҚажыМұхан атамыздың күші бар жарайсыңдар қайда жүрсеңдерде жеңістерің молынан көп көп болсын жарвйсыңдар Рамазанға рахмет бізде осындай қазақтың мықты жігіттер бар екенін көрсеткен мықтысыңдар әр қайсының орны бар 🎉🎉🎉🎉🎉🎉🎉,normal
@ErmekKoga-Ahmet,Қалай сумен сідікті шадастырып отыр,normal
@Адилет-у6н,"Рухта апачи гана тобеле алады осы сезонда калганы каптар екен , букил халык карап отканын биледы дайындалмайсындарма каждый бой скучный состав на следующий сезон  Апачи Дастан Упучук Ерасыл Султан Еркебулан осылар жетеды тяждар нафиг керек емес позор болмай",normal
@Айдос-х9с,Дарабозда желкеныш деген жокко дейма 1 реалитиде озынын тыры курт жегены есынен шыгып кеткен ау,normal
@МедетТалгатулы,Дарабозбен Бужай екеуі рухтың рейтинг түсірді реально,normal
@Маулен-и9е,Упучук БОЛЬШОЙ МЕШОК,normal
@ramazanusipbaev6313,"Дарабоз жарайсың, ұтты еркексің,осылай істесең біразын ұтасың",normal
@МаржанМамирова-М82,Жарайсың Дарабоз жеңістерің көп болсын тек алға алға 🎉🎉🎉🎉,normal
@Ахииииии,Чорный абшу😂,normal
@nurkenet888,Апачиден басқасын барлығы мінездері 👎,normal
@ErkebulanShaldybai,Апачи тагы бір бой,normal
@ТоликАзизов-е1з,Учпучмак хотел понтанутся не получилось😅😂,normal
@ИранДаулетбеков,Упучук неге котинмен бурылвалдн мариога,normal
@АсылМамилаев,жиіркеніш жөнінде Бужай айтқаны қалай сендерге🤣🤔,normal
@КасымханДосымханов,Африканың жігіттері ҚАРАпайым екен!,hate_speech
@ФархатКорпебаев,БҰЖАЙ ТОЖЫ КРАСАВЧИК!,normal
@БерикболАлтыбасов-у6ж,Упучук неге көтін тоса береді анаған,normal
@ФархатКорпебаев,"ЕРКЕБҰЛАН , АШУҒА БОЙ АЛДЫРМА ,СЕНДЕ СОЛ МИНУС БАР , АТАК КРАСАВЧИК!",normal
@Siko-hp1kk,Бл..... Кім кім Дарабозга риза болам деп ойламаппын шшс молодец 😂😂😂 красавчик еркек Бужай былжырап калды гой,normal
@ФархатКорпебаев,❤❤❤❤❤,normal
@Номад-777,Наизгель😂😂😂,normal
@Asik_zhan,Неге Жабулә дей береді десем ән бар екенғой сондай😂😂😂😂😂😂😂😂😂😂,normal
@Курман-е2с,Походу сиырдын сидиги внатуре комектести 😂😂😂😂,normal
@СакоАко-ы6б,"Африкада негізі
Апачи еркек и лидер екенің далелдеді
Упучук красавчик
Бужаи дарабозды конкретно коре алмады😂
Еркебулан өзің не нормално корсетті звезда устап кетті слишком
Амиго тож норм брак коп соилид
Дарабоз красавчик брак бала сияктыма или обрз ба туснбедм ше соны",offensive
@Есенбай-р3б,Негізі тағыда ничея,normal
@asilbekrahov6914,Дарабоз арен жендигой била нервты шыгарып тура береди 😂,normal
@sholpansarsenbaeva,Африка елі өтте силасттықтты екен маладес,offensive
@Nurtileu_kylyshbek,"Найман 
Садыр
Томшақ 
Матай 
Тигр
Черный пантера
Қара аю
Қара піл 
ААААААААААААААА😂😂😂😂😂😂",hate_speech
@seninzhandosyn,Апачиге рақмет айтпайсың ба Данияр,normal
@erbolsultanuly3024,34:36 Крыса Упучук,normal
@rus.mks05,Дарабоздын точно карточкасы бар зб😂😂😂,normal
@sheIkx-lo2bo,Оперкоты залетали как к себе на хату,normal
@AbzalB-nk4xx,5раунт сияқты едіғо,normal
@gf-jo3xq,Дарабоз сидиктты доканца ишенде наканун жасайтин еды😅😅,normal
@sholpansarsenbaeva,Апачи зор мінезі куштті спортшы ауыр басық силастығы жақсы екен,normal
@nurgazieva05,😍жандарымммм солллллл,normal
@МейыржанЕрежеп-м1у,Бұл жеңіс сыирдын. Сідігінің. Арқасында,normal
@Елыбай,Дарабоз дхалкасы слабима,normal
@ЕламанОтан,58:04 Рамазан: жоги кумае🤣,normal
@narkospc3021,олимтик анан дарабоз,normal
@Kajajzjs,😂😂,normal
@Тайсонмладший-ц6в,Дарабоз красавчик👍,normal
@NaurizNauriz-qo4sm,Еркебуланн далбансың сенн. Сіккенді сыйлайсың ау,offensive
@AbbasAliuly,Еркебулан чето ушп журго,normal
@RahaDjumabai,Африканың жігіттері ризамын көреалмаушылық жоқ мықты жігіттер Қазақстан жеңіс құтты болсын🇰🇿🇰🇿,hate_speech
@Kairow.45,Еркебулан звезда ұстамай жерге түс,normal
@ГалымжанЖузбаев-ю9к,Бөжай орнына басқа ауыстыру керек,normal
@АзаматКарымсаков-г2л,"Дарабоз молодец, ыстеймын десе ст��йалады екен !!!",normal
@QR_LEGEN,Дарабоз красавчик 🎉🎉,normal
@AsilbekAllanov-vy1gw,Еба марселды акелу керек еды я 😂 өз елыне,normal
@ГалымжанЖузбаев-ю9к,Данияр красафчик,normal
@RRR097,калгандары нашару келгены корнип тур,normal
@RoyalsKz,12:05 😂😂😂😂,normal
@JangaliOtepbergen,Упуцук шығуы керек кеді,normal
@MeDCHaunep,Ех Дарабозай😂😂😂🤣🤣🤣😆😆😆немажуғо😂,normal
@ТолеаманТолеаман,Дарабоз десе Дарабозсың Данияр,normal
@МарланУркимбаев-ж2н,😂😂😂,normal
@DauletDaulet-k5y,Бұжай жиіркеніш туралы сен айтпаяқ қойш...🤮,normal
@АбылайханЖусупов-ж8ю,Сідік ішті😂😂😂😂,normal
@Nurekeorda,дарабозга сідік пайдасы тиді ау 😅,normal
@RRR097,мында тобелесем женем деп келген Еркебулан Апачи  Данияр сиякты,normal
@RRR097,"Амиго коягой сен тобелесе алмайсын мишоксын 
тобелесетын адам 1шы бойында женип тастайды",normal
@ЖалгасЖалгасулы,Уай ишым ай дарабоз сидык ишып тупойсынба бергенын ишетын😂,offensive
@JANBOL-n2j,Бля осы дарабозды шыгармаяк коиындарш тобелеске еш кызык емес толесеалмаид,offensive
@RRR097,Данияр маладес сен жендын 2 бойда да,offensive
@ОлжасАбдрахманов-м5ю,Дарабоз мықты,normal
@RRR097,Асалаумагаликум,normal
@sultanrahmanhan1194,упучуктын амын айырганда вот я кайфанул жестко),offensive
@ИсламИсаев-ъ6з,Дарабоз 😂 таза мешок 😂,normal
@КайрошМатаев,УПУЧУК МАЛ КТО НЕ ЛАЙКНЕТ ТОТ ГЕЙ,offensive
@IloveYouTube-c1f,ешкімге керек жоқ женісінді көтіне тығып койш,normal
@diassabr124,"В Дарабоза всегда верил! И всегда ради него смотрю Рух файтинг! Рамазан, займись им плотно, тяни его в зал к Айтыму",normal
@rauadin,58:33 еркебуланнын колы банка го,normal
@Қазақстан-у9к,Африка жіттері ақ көңіл екен маладец ✊️,offensive
@bahtyaramantay,Бужайго кол бермеген адемы кетты 😂😂😂😂😂 бас жагнда,normal
@berkut18r28,"Кординбе дарабоз, сиырдын сідігін ішсен утасын😂",normal
@РинатШарипов-ф1у,Дарабоз выйграл не выйграл не понятно,normal
@EldarMynzhasarov,Садик ишпе енди Дарабоз,normal
@abzalermek204,Жеркенышты деп бужай сен айтпаш дарабозга 😂 кезынде таракан жеген жоксынба тырыдей🤮,normal
@БейбитНуспанбетов-м2х,Жабула деген не? Жауап жазсаңдар ?????,normal
@БейбитНуспанбетов-м2х,Жарайсыңдар зор бой болды,normal
@galookb,Сидик действительно помогает,normal
@ЕрболСериккалиев-в2л,сидик ишкиш дарабоз ау😂,normal
@АмантайЕрулы,Келесте шыгарда сидик ишип шыгындар утасындар😂😂,normal
@Женат-ф9у,Даробоз тепер не черный тигра а Сары сыдык жолтый. Моча далбан,hate_speech
@ДауренБейсен-щ4г,"Дарабоз 😅😅😅 красавчик, жеңіс құтты болсын",normal
@ГайнГайн-л8з,Еркебуланнан высокомерия урып турғо 😶,normal
@СауыкТокабаева-л6в,Упа бұйырса дұрыстап дайындалып шық шапшаңдық бар соққыны қоссан бұйырса Талай биіктерден көрінесін Алла қаласа Алға тек,normal
@terminatorrobocop,"Тот, кто пишет «у кого больше лайков тот гей» - тот гей!",normal
@СауыкТокабаева-л6в,Дарабоз алыс қашықтықта артқа шегініп жүріп ұрса ұйықтады күш бар артқа шегініп жүріп соққы жасаса болды Алға тек Қазақ елі,normal
@Rassul542,Джамбула джамбула джамбула,normal
@ernurb7898,Дарабоз юфс ге жіберейік,normal
@АрманАхтанов,Дарабоз внатуре  далбан 🫣 выпил мочу. Реально с ним полоскаться стремно) не ешьте с ним с одной посуды,offensive
@bauyrzhan5015,Жарайсың Дарабоз🙂,normal
@PriK244,Разогрев болу керек бой алдында,normal
@talgatorynbaev1448,Бләә олимпиада алғандай кетті ғо Дарабоз жардыы бләә 😂😂😂,normal
@Гани-у5д,Мапох где😢,normal
@НуралиАхметов-о3в,Rfc дің королығо Дарабоз,normal
@НурболСаттибеков,Сiдiк берiп отырындар ендi Дарабозга 😂,normal
@АраИман,Сідік ішу керек Даниярға тағыда жеңіс көбейеді.Антисідік допинг жоқ төрешілерде))).,normal
@EldarMynzhasarov,Сака 😂,normal
@ЕрасылНуранов-п8х,Осы ны окндарш ага лар,normal
@ЕрасылНуранов-п8х,Жабула переводы фатаграфируи го,normal
@Sake-u3o,Дарабоз пиздец болмаш неше рет женіліп сосын неғыса сен арнамаяқойш женісінді керек емес бізге,normal
@боецпожизни-щ4ф,Дарабоз жинденгенде жакшы мушташат байкасанар. Он как черный халк тигр найман одинокий волк 😅,hate_speech
@ЖанабайУтебаев-р7ж,Рух дарабоз бенен кызык дегенлер лайк,normal
@AlixanOrinbayev,Дарабоз сила,normal
@АлтынбекКабдолов,😂😂😂😂😂😂😂😂😂😂,normal
@реставратор.кз,Бляяяя Амиго шиқылдап басты ауыртып жіберед. Мяулаған даусы раздражатетедше.,offensive
@ЭрданКасымов,После этого реалити сделайте бой хан ата vs апачи пж🤲,normal
@ЭрданКасымов,Осыдан киын реалити тартпай ак койындарш быз пресс конференция бойды Сагындык,normal
@БауржанМустафин-й4р,Не мынау сузису гой мындай бой болама,normal
@chempion2007,Шауып бармай тыныш отырмайсың ба Дарабоз😅.Дарабоз сенің соңғы мүмкіндігің бұл жеңу керек болды ары қарай қатысасың.Дарабоз енді үмітті ақтады Қазақ елі сені мақтан тұтады🇰🇿Қайтып келіп айырамыз дейді реваншта біздікілер дайындық жасай ма?!,hate_speech
@USA1955-s3m,"Африкалыктар мыналарды урдыгой , кара жигиттер мыкты",normal
@hiperhaus2494,Аюды алып келу керек. Жарты африканы уйыктатып кайтады😂😂😂😂,hate_speech
@МаксатбекКебекбаев-ъ7в,46:27 черный мал,hate_speech
@akzholmynbaev2013,Керемет,normal
@СерикМухаметжанов-л1л,Мына жерде ең достойный АПАЧИ,normal
@dastan8507,11:35ішпеген бален калмапты гой Дарабоз.  Сиыр сидигы екенин сразу таныдын гой,normal
@СестричкиНазкаиУлданка,данияр бужай шығып кетсін дегендер лайк басып кетіңдер а то қызықсыз боп кетті,normal
@УалиханЖумабаев-е9м,Ай паравозымай ол мал емес сены мал кылдыгои сыдык ышкысып касиеты сыдык ышкызып 😂😂😂😂,offensive
@erdossmagulov2544,Упучук слабый,normal
@Kazah-91,Молодец Алға Қазақстан 🎉🇰🇿🇰🇿🇰🇿,normal
@ЕрсултанУалихан-ы7ю,не ол джабула деген,normal
@nursultanbaik09,КЕЛЕСІДЕ ТАҒЫ ОСЫ КОМАНДАМЕН БАРСЫН ДЕГЕНДЕР ЛАЙК❤дарабозға қарап өлдімғо күлкіден😂😂😂,hate_speech
@sultanbirzhanov7182,Бужай ішің тар,normal
@ramazan1310,Жиркениш туралы Бужай сен айтбачы,normal
@НурсултанАсанов-с7ы,Упучук накаут,normal
@БакытжанМырзакасым,Походу проект боинша шоу ушын Дарабоздн мындеты сол мал болуды буйырганау Рамазандар типа приколдн барн и жаман ластн барн сол ыстид деп. А то дены дурыс даж 50 процент дурыс емес адамнын озы олай ыстемид,offensive
@НурсултанАсанов-с7ы,Марио Касымбай👍,normal
@thesanchezable,"ДАРАБОЗ=НУЛЕВАЯ ВОЛЯ К ПОБЕДЕ! ВЫГНАТЬ ЕГО С ПРОЕКТА, ХВАТАЕТ НА 2 минуты его потом просто стоит и обнимается, неинтересно",normal
@YouQazaq,Еркебулан мен ана джигиттин салмагы келмейдго,normal
@AibekMurat-x8r,Дарабоз красавчик,normal
@ШынгысханАбаханов,Что то крайние 3-4 выпуска скучные стали,normal
@ВалерийСитников-я3м,Молодцы!!!! Просто нет слов!!! Супер!!!,normal
@ricardomayorga6870,"Еркебұланға  бірінші рет қуандым,  Дарабозды қолдап.",normal
@ГайнГайн-л8з,Дарабоз артист алдынғы серияда өзі айттығо сідікке жуынып жатыр деп ай ойнатасындар,normal
@ricardomayorga6870,"Рамазан сөз жоқ, красавчик!",normal
@sakensaken8715,Дарабоз сигесин сидик ишкизип жибердиго 😂😂😂,normal
@ricardomayorga6870,"Еркебулан молодец, Дарабозға поддержка берді",normal
@ДаулетТулегенов-ю9к,Базаржоқ зор серия болды келесі серия вапше паталок болатын сияқтығо 👍👍👍👍👍,normal
@ЖанабайУтебаев-р7ж,Дарабоз маладес,offensive
@АкжолХайргалиев-ж6ъ,Сідікке тойып алып әңгіме айтпаш деп внатуре Дарабозға айтуға болады екен))😂,normal
@ricardomayorga6870,"Жігіттер красавцы, Данияр Дарабоз мықты жеңді, қуанып жатырмыз😮!",normal
@ДауренНариман,Следующий сезон в амазонке сделайте всех порвете 😂👍,normal
@Jami-i4y,"Еркебулан,сен Казахстанын атагын жерге тусирип,саган уважениемен келип тур.сен кимсин африкада катайатындай,урып олтирип кетседе ештене истей алмайсын.сол елге келдинба,сен томен басынды иуин керек.шорт кылып корсетпей казакстандыктарды",normal
@AnsaganZhumatay,Мыкты,normal
@AnsaganZhumatay,Мощно,normal
@January-ou7ym,Дарабозга техника болса любой  ын сигеди,normal
@МухиятМакаев,"Дастан
Жумытрқа",normal
@Баха-ц8я1ф,Дастан понтарез,normal
@AzizAytmuratov-tj8ri,Қолың ауырса жатшиш тобелескенше,normal
@БекболатЕшниязов,Хан утылды.,normal
@talgatkopzhasarov-oi9rd,"Көк команда сендерге ақша болса болды,Хан сен адам емессің,Дастан екі қолмен төбелескен де көтіңді айырар еді,Рамазан сенің шешімің дұрыс емес,реванш беру керек, Рамазан бетіңе айтайын Дастанның обалына қаласыңдар, давай реванш күтеміз.",normal
@ЖайыкбекАалымуханбет,Даник красавчик Кырандын котин айыр😂,normal
@ГулназБижигитова-и4ф,Мынау таза катын екен дастандеген,normal
@alibekbekbolat4276,Дастан красавчик брат 💯💪,normal
@kamronkamron2930,Дастан во всех кругах есть как Дастан 😂,normal
@prokuror_009,Кыран чорт 0 гой мужской 0 чорт бл,normal
@ДиярАли-Мурат,Дастан катындар сияхты колынды корсетип жылай бердингой еейй еркекше усташы озинди калаулымнын кыздар сияхты жылайбермиш болмаса дальше сол калаулымга бара берси анау осырак кашып кеткен досынмен,normal
@OtabekAbdullayev-u5u,Блин жалко мегабайт мусуры,normal
@nurbolnabiev-go7sn,Рома брат реалити кызык болгандыктан Дарабоздын бойы сиякты тез битип калды аптага 1 сериа шыксада алга орлейберсин реалити✊🏻,normal
@user-fr7fl1id7l,Рамазан РФС ді сен үшін көрем еркекше еңбегің жансын тек алға,normal
@daurendauren9627,Бір қолмен шығып жеңіліп жылап керегі не,normal
@taubaevaKarina,"Дастан скулит как 🐕, а нет как баба",normal
@Nurlan-o8e,Негізі қолы жыртылмаса Дастан алып қояды екен хандарыңды,normal
@nukename2095,Каягым жемеш Дастан,normal
@ГулназБижигитова-и4ф,Кыртымаш дастан мал женылгенынды мойындасаш,offensive
@JakypJoldoshbekov-u6h,Чё за спектакль,normal
@leonelmessi9629,Дастан Красавчик хорош дегендер лайк🔥❤,normal
@АзизаКамшыбекова-г9в,ХАН выйграл,normal
@АзизаКамшыбекова-г9в,Нахуя Дастан шыкты бляяяя отрик отмаска жасап журггооооо по идеи ХАН смело выйгрыш,offensive
@ОлегБелов-м9к,Еееңңң дұрыс зат ол 1хбетті реклама жасаған санасы бар адам түсінеді,normal
@АлибекАсылбек-к4т,Қыран Қотқбас,normal
@kirebkireb3394,"Хан и Рэпер, кран пусть отдыхает.",normal
@НурсултанУдербаев,"Кыран котин ашымасын😂😂😂
дастан озы шыкты, оны ешким заставить еткен жок. Кок команда КРАСАВА🎉🎉🎉",normal
@NurbolAbishev,Дастан красавчик,normal
@worktoday371,"Кыран биля, бир жаракат пен деп, шыкпадынба басында замена болып, крыса",normal
@ЛизаЕшмуратова,Дастан травмасын сылтау қылмасын,normal
@KanatKalikeev-u2l,56:37 колго урбасашы😂😂,normal
@BahaYdyrys,"Дастан на фиг шықтың қолыңды сылтаурататын болсаң
Шықтың ба достойно мойында травманы қайта-қайта сөз қылмай
Қыран,сен өзің жөнді төбелесіп ал әуелі.Дастанның травмасын сөз қып көтіне кіре берме очко жинап",normal
@QAYRATSULTANMURATOV-g8t,Quat dalbayop abroyina qotag’im,normal
@Кутманрыскулов-ш8п,Дастан Красавчик чиста характер менен Шыктыго байга ❤⚡️✊✊,normal
@den-gazalcity4580,чё все оправдываются подписали договор работай до конца,normal
@Sagi_043,Котагыма шгасын 1 кол 1 кол деп сыктынго,normal
@BahaYdyrys,"Ханда техника жоқ,қопалданып төбелеседі.Нл базар жо алды
Дастан “қолдан ұрма” деп неге қыңсылайды,қайта-қайта қолын сылтауратып.Травма болса ешкім қинап шығарған жоқ
Қыран-крыса,шаршап тұрған адамды ұрып добить етіп
Еблан,оның қолын несін сөз қып жатыр,ешкім күштеп шығармады Оны",normal
@БазарбекДжембеков-л6й,"Дастан сулифа ойнауга келгенжоксынгой.
Колын аурама хаяма бойга шыгасын",normal
@ersin5889,Қыранга бой бермеу керек қызық емес,normal
@нурсултаннагышыбай,Хан мал екенсин именно колынан урып жатканын кате гой,offensive
@нурсултаннагышыбай,Хан мал екенсин именно колынан урып жатканын кате гой,offensive
@АлишерТұрсынбай,"Реперге келесі реалитиге зопрет қойған дұрыс болады,  тым көп сөйлейді дым пайдасы жоқ , көрген сайын уже нерв",normal
@BaurzhanBisenbai,Бір қолмен шық деп ешкім қинаған жоқ бердіңба ауырды деме,normal
@нурсултаннагышыбай,Хан мал екенсин именно колынан урып жатканын кате гой,offensive
@Qazaque29,Данияр qotaqbasue Honduras,normal
@ТимурСейтканов-ж5я,Ақанай реально өзгеріпті красавчик 👍,normal
@МырзабекКабдолов-ф2м,Амигоо конкретно не справедливо болганын билип тур но брак команда женгесин еш солемеди Амиго красавчит Атырау сила Ганюшкино,normal
@BeknazarBekturganov-t7w3e,Дастан красава,normal
@turitm3785,Дастанға біреу шық дедімане?,normal
@sanam9927,6 жыл Курске катыспасамда Ханды мыжам.  Мешок екенго Хан..  кур дене,normal
@r888kz8,Дастан гусь😂,normal
@AkkauntAkkaunt-p4k,"Дастаннын кашып кеткен досы, тик токта билеп жургенше, келип досынын орнына шыгып бермей ма",normal
@Alihan-i8l3i,Қыран мүлдем қызық емес,normal
@AlisherAlisher-e5c,Токтаров Красава еркек нах,normal
@Qazaque29,Данияр qotaqbasue,normal
@kingarthur9172,"Дастан истеричка, отмазкасы бітпейді екен. Біреу зорлады ма оны шық деп. Қоймағанес қолым қолым деп)",normal
@Serik-v4f,Қыран дұрыс айтады,normal
@АзаматАдилов-ч6в,Рамазан дұрыс емес қой мынау. Дастан бір қолмен төбелесіп жүрғой,normal
@ТимурСагынтаев-ь4п,Негизи шындык дастан мативаторды алып тастайды,normal
@КыздарханАхаева,Дастан гейғо,normal
@Аппаратпрезидента-д8м,Дастан қотақбас  көтін қысып қалды,offensive
@Serik-v4f,Қыран дұрыс айтады,normal
@ЖанкелдіМеңлібай,"Хан ата қыранменде,репермен де қызық емес",normal
@ДаниярАбдикарим-ф6ж,Дастан наху шгад травма болса кран гусь,normal
@worktoday371,Дастан мал екенсин,offensive
@АлишерАбишев-ю9ъ,"Данияр катын ози таза крыса болды гой, Дастаннын травмасын пайдаланып е Данияр  таза мал екенсин",offensive
@ГалымжанМолдабаев-ы4я,Қыран жеңеді ау Ан атаны,normal
@bahytzhan077,Кыран ханга наезд бергенде неге ешким бармады? Кыранды блэ озим уйыктаткым келип кетти. Каз го натуральный Кыран,normal
@Alihan-i8l3i,Қыран Дастан дегендерді көргім келмейді мал адамдар ғой,offensive
@Alihan-i8l3i,Қыран таза мал екен,offensive
@JONsonYo,"😂😂😂 угарный бой, парни если вы не хотели драться, то уже бы не дрались. Половина третьего раунда , даже рефери  впервые показывал - деритесь. Ладно, было весело)))",normal
@Shahffshnik,Дастан шапалактанкеин колын умытыпкеттиау шапалак адеми тиди,normal
@TemirlanKenzheshev,С одной стороны еслиб этих конфликтов драк не будет то не интересно с другой стороны Менің көтім ұяладыго мналардан😂,normal
@TurgunAbylkasymov,"Дастан красава, победа твоя была !",normal
@Kadyrjan29,Дастан ташака- держатель,normal
@DakeOngarov,Қуат ай😂жанемммм шатыры таятта жүреду,normal
@АсетТлеулесов,Данияр красавчик Дастанга шапалак кигизип жиберди дурыс истеди негизи мяулап Дастан колын сылтауратып травма барма кету керек басынан аягына дейн колым колым деп ынырсып журди отирик аянышты болып ол кимге керек ынырсыганы шыгарып жиберу керек еди,normal
@ЕдигеБаймаков-ь2ж,Дастан бро сен мыктысын бирак командан мааааал екен терпилы,normal
@muslimkosai8795,Мына жерде быр тормыз бар куат деген,normal
@muslimkosai8795,Дастан мыхты жыгыт Екы колмен шыксан быразын алп коят мыне жерде,normal
@БекболатТілеген,"Бля жігітшесін айтқанда, Нұрлан сөзбен де, іспен де,  үлкен жігіт екенін дәлелдеді! Данияр қол бердің ба, дальше керек емес еді ! Тем более травмада!",offensive
@НаржауШандыбаев,Кызык емес Кыранмен Ханын бойы,normal
@DakeOngarov,Даникк калаулымдарға жегізу керек солай красавчиккккк❤😂,normal
@МадиАширов-к8ф,Дастан коти кышы😅,normal
@ismsilov,"Рамазан Магада бир мүмкүндүк берсең жакшы болот эле
Мен жөн гана карапайм Грусчик каймана атым КараБайыр😁",normal
@bolotovw,Победа заслуга Даника.,normal
@KyRgYz_aralash,Хан надо бокс раскачать,normal
@turitm3785,Дастан қаз өзің ұста далбан,offensive
@olzhastungushbaev3645,"Команда красных реально многие конченые, в конце Куат убил свим шакализмом",normal
@АЙДОМ,Дастан далбан,offensive
@olzhastungushbaev3645,Кыран чорт сиякты отырды гой,normal
@DakeOngarov,Даниккк красавчиккк😂🤣🤣😍😍,normal
@FaRamRau579,Данияр красава. Дастан истеричка😂,normal
@olzhastungushbaev3645,Данчик молодец. Дастан фальшивый адам,normal
@АсетКелис-ъ8в,Даняр гусь бля,offensive
@Чингиз-ю6ц,Рамазан Рахмет. От души,normal
@olzhastungushbaev3645,Данчик красава,normal
@olzhastungushbaev3645,Даник красавчик,normal
@АзаматЗиятов-н3е,"Даниктен бари тормозить етеди, бирак дурыс болмады анау тирлик,  травма деген жаман нарсе жазылмай канды ишеди, 50 млнди кимдерге берип жатырм деди ау не отдуши кетти   Рамазаннын турин корип , бирак  Рамазан кимнин ким екенин билмеди гой , слишком коп дугадунды жинап койыпты разумно битиру керек еди жигиттер",normal
@bahytzhan077,Кыран гусь ко кран емес,normal
@miko1011-a,Финалға сай емес,normal
@МейыржанАширали,Дастан респект 👏🏻,normal
@СаятТанеков-к1д,😮😮😮😮😅🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉кішті,normal
@bekzatmusabek8238,Дастанның ударлары точно тиді негізі,normal
@olzhastungushbaev3645,"Кыран озынще Дастанга болысып, до конца бармалын ба ч...т",offensive
@УбайдуллаШинибаев,Кыран БН реппер бырге бой жасасын,normal
@nurasiloktyabr7296,Бір травманы жыр қылдығо көріп тұрқой ұтылдынба мойндай салмайма,normal
@sarvarsalmetov-m2s9v,🇺🇿,normal
@adilbek6385,Дастанды қолдаймын мен боладығо ондай любой кругта енектен ұрып қысып жіберіп дегендей сендер тіке қабылдамаң ол жәй сондай приколғо натурри бас ауыртатын зат емес я хуюу,normal
@АлишерАбишев-ю9ъ,Рамазан мыналарын дурыс болмады Хан мен Дастаннын бойын дурыстап кара да сосын ким женди ким женилди коресин коздеринди емдетиндер,normal
@olzhastungushbaev3645,Дастанга шапалк адемы киыльды,normal
@KornKZ88,Енды хан атага что надо было проиграть в утешение?,normal
@ГулназБижигитова-и4ф,Мал таза куат,offensive
@akberenazamm3500,қыран  гусь,normal
@Nugano94,"Ақша ақша ғой,біз үшін демей ақ қойыңдар 😂",normal
@MukhtarZS,Қыран мен Хан дұрыс болады екеуіде бір біріне сай денсаулығы!!!,normal
@ДарханДумбаев,Дастан симулятор это даже не травмы,normal
@ГулназБижигитова-и4ф,Мына куат таза мал,offensive
